Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
699,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998.0,34.0,20.0,1855.0,20.6,15.0,1.0,16.0,15.0,0.0,2.0,2.0,0.0,14.1,12.4,1.9,14.3,20.0,31.0,115.0,0.73,0.05,0.78,0.73,0.78,0.69,0.09,0.78,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,7.0,3.0,4.0,5.0,3.0,12.0,25.0,9.0,14.0,3.0,11.0,3.0,15.0,12.0,0.0,258.0,367.0,70.3,2971.0,645.0,171.0,225.0,76.0,62.0,84.0,73.8,2.0,5.0,40.0,1.0,1.9,1.7,-0.9,18.0,15.0,10.0,0.0,31.0,47.0,2.28,35.0,0.0,2.0,7.0,3.0,0.0,7.0,0.34,4.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,27.0,17.0,3.0,3.0,7.0,0.0,0.0,0.0,33.0,34.0,47.0,42.0,15.0,64.0,27.0,42.2,3.11,1.31,0.23,0.56,11.3,0.0,0.0,2.0,0.19,0.9,2.6,582.0,10.0,45.0,239.0,301.0,126.0,580.0,25.0,5.0,20.0,19.0,76.0,305.0,1388.0,586.0,20.0,16.0,9.0,39.0,27.0,437.0,115.0,367.0,349.0,15.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,258.0,3.0,11.0
700,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001.0,31.0,29.0,2586.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.8,2.8,12.0,79.0,28.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,24.0,25.0,10.0,4.0,19.0,29.0,65.5,10.0,52.0,38.0,14.0,21.0,60.0,134.0,3.0,1092.0,1278.0,85.4,19151.0,6135.0,455.0,518.0,87.8,556.0,620.0,89.7,73.0,110.0,66.4,0.0,0.8,0.5,-0.8,6.0,64.0,3.0,1.0,79.0,22.0,0.77,19.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,1.0,7.0,21.0,24.0,1.0,0.0,0.0,97.0,94.0,77.0,55.0,0.0,20.0,6.0,30.0,0.7,0.21,0.0,0.0,10.5,0.0,0.0,0.0,0.1,-2.0,-2.0,1605.0,282.0,819.0,621.0,169.0,48.0,1605.0,7.0,4.0,57.1,3.0,42.9,737.0,3762.0,1974.0,12.0,10.0,1.0,15.0,7.0,917.0,28.0,1278.0,1177.0,100.0,18.0,0.0,2.0,7.0,61.0,0.0,0.0,0.0,0.0,1092.0,1.0,7.0
701,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.4,0.23,-0.6,-0.62,1.0,4.0,25.0,28.0,2.0,14.3,27.5,2.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,635.0,351.0,7.0,7.0,100.0,12.0,12.0,100.0,8.0,11.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,34.0,28.0,32.0,2.0,0.0,0.0,34.0,0.0,0.0,,0.0,,25.0,88.0,54.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,30.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
702,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994.0,18.0,18.0,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.11,93.0,54.0,61.3,5.0,0.0,13.0,3.0,16.7,3.0,2.0,1.0,0.0,33.3,38.0,2.0,1.0,4.0,0.0,38.7,0.4,0.7,0.04,56.0,151.0,37.1,404.0,72.0,28.5,30.9,117.0,30.8,29.6,277.0,12.0,4.3,7.0,0.39,11.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,411.0,522.0,78.7,10272.0,6469.0,83.0,83.0,100.0,228.0,231.0,98.7,99.0,205.0,48.3,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,561.0,458.0,556.0,5.0,0.0,0.0,561.0,0.0,0.0,,0.0,,296.0,1746.0,1078.0,0.0,0.0,0.0,2.0,0.0,254.0,0.0,522.0,365.0,156.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,1.0,0.0
703,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20,2003.0,23.0,4.0,507.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,21.0,13.0,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,12.0,7.0,9.0,1.0,8.0,19.0,42.1,11.0,6.0,1.0,5.0,0.0,17.0,11.0,0.0,148.0,205.0,72.2,2433.0,730.0,77.0,95.0,81.1,51.0,71.0,71.8,14.0,29.0,48.3,1.0,0.6,0.4,0.4,7.0,22.0,4.0,1.0,21.0,15.0,2.66,12.0,2.0,0.0,1.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,17.0,0.0,12.0,0.0,0.0,0.0,27.0,2.0,13.0,13.3,1.0,10.0,6.0,60.0,1.78,1.07,0.1,0.17,21.1,1.0,0.0,0.0,0.08,0.2,0.2,279.0,8.0,53.0,149.0,83.0,8.0,279.0,4.0,2.0,50.0,2.0,50.0,134.0,701.0,333.0,5.0,5.0,1.0,17.0,3.0,167.0,13.0,205.0,184.0,19.0,7.0,1.0,1.0,17.0,0.0,9.0,4.0,4.0,0.0,148.0,2.0,2.0
704,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,1998.0,13.0,2.0,264.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,5.0,14.0,11.0,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,1.0,1.0,6.0,4.0,6.0,66.7,2.0,2.0,0.0,2.0,2.0,10.0,9.0,1.0,127.0,152.0,83.6,1898.0,319.0,75.0,82.0,91.5,47.0,56.0,83.9,5.0,10.0,50.0,1.0,1.1,0.2,-0.1,3.0,12.0,3.0,0.0,14.0,5.0,1.7,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,7.8,0.0,0.0,0.0,0.22,-0.2,-0.2,184.0,5.0,30.0,96.0,58.0,6.0,184.0,4.0,2.0,50.0,2.0,50.0,95.0,483.0,221.0,5.0,1.0,0.0,1.0,3.0,138.0,11.0,152.0,147.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,127.0,1.0,2.0
705,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,32.0,0.97,103.0,71.0,73.8,16.0,13.0,4.0,14.0,42.4,5.0,5.0,0.0,0.0,0.0,32.0,5.0,0.0,6.0,0.0,28.1,0.24,-3.9,-0.12,128.0,333.0,38.4,848.0,126.0,30.0,31.4,146.0,54.1,44.0,469.0,29.0,6.2,30.0,0.91,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,761.0,994.0,76.6,20100.0,14111.0,168.0,169.0,99.4,374.0,379.0,98.7,215.0,441.0,48.8,0.0,0.5,0.0,-0.5,1.0,25.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,7.0,1.0,87.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1046.0,866.0,1036.0,11.0,0.0,0.0,1046.0,0.0,0.0,,0.0,,672.0,3631.0,2211.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0,994.0,799.0,195.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0
706,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30,1993.0,37.0,37.0,3330.0,37.0,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,2.8,2.8,3.9,6.7,50.0,224.0,163.0,0.08,0.05,0.14,0.08,0.14,0.08,0.1,0.18,0.08,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,44.0,35.0,25.0,6.0,42.0,65.0,64.6,23.0,19.0,6.0,13.0,31.0,97.0,85.0,1.0,1870.0,2236.0,83.6,29372.0,9836.0,1003.0,1099.0,91.3,732.0,850.0,86.1,103.0,178.0,57.9,2.0,3.9,3.9,-1.9,37.0,170.0,54.0,8.0,224.0,80.0,2.16,72.0,4.0,0.0,2.0,1.0,1.0,8.0,0.22,7.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,51.0,5.0,63.0,31.0,44.0,0.0,0.0,0.0,94.0,45.0,46.0,49.5,3.0,21.0,6.0,28.6,0.57,0.16,0.14,0.5,11.4,0.0,0.0,0.0,0.15,0.2,0.2,2541.0,116.0,681.0,1222.0,647.0,67.0,2541.0,31.0,4.0,12.9,19.0,61.3,1202.0,5034.0,2675.0,50.0,31.0,6.0,28.0,14.0,1701.0,163.0,2236.0,1865.0,357.0,56.0,2.0,7.0,63.0,299.0,0.0,0.0,0.0,0.0,1870.0,14.0,48.0
707,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,1996.0,35.0,27.0,2177.0,24.2,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,7.1,7.1,4.2,11.3,23.0,51.0,114.0,0.37,0.12,0.5,0.37,0.5,0.29,0.17,0.47,0.29,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,10.0,5.0,12.0,5.0,7.0,16.0,43.8,9.0,12.0,1.0,11.0,6.0,28.0,16.0,1.0,494.0,591.0,83.6,7767.0,1110.0,245.0,289.0,84.8,188.0,206.0,91.3,35.0,42.0,83.3,3.0,4.2,1.5,-1.2,26.0,37.0,7.0,0.0,51.0,55.0,2.27,40.0,0.0,4.0,8.0,2.0,1.0,8.0,0.33,7.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,24.0,4.0,2.0,6.0,10.0,1.0,0.0,0.0,55.0,21.0,56.0,27.3,9.0,39.0,19.0,48.7,1.61,0.79,0.23,0.47,13.3,0.0,0.0,0.0,0.18,1.9,1.9,802.0,19.0,85.0,436.0,293.0,94.0,802.0,42.0,17.0,40.5,22.0,52.4,452.0,2314.0,820.0,23.0,14.0,9.0,33.0,34.0,618.0,114.0,591.0,578.0,11.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,494.0,2.0,13.0
708,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27,1996.0,13.0,7.0,653.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,5.0,14.0,2.0,0.28,0.0,0.28,0.28,0.28,0.2,0.0,0.21,0.2,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,8.0,0.0,0.0,4.0,6.0,66.7,2.0,8.0,6.0,2.0,11.0,19.0,56.0,0.0,282.0,336.0,83.9,4919.0,1857.0,118.0,126.0,93.7,143.0,157.0,91.1,19.0,44.0,43.2,0.0,0.0,0.1,0.0,1.0,7.0,2.0,0.0,14.0,4.0,0.55,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,23.0,18.0,5.0,78.3,2.0,11.0,4.0,36.4,1.52,0.55,0.18,0.5,9.0,0.0,0.0,0.0,0.13,0.5,0.5,440.0,65.0,271.0,143.0,29.0,19.0,440.0,4.0,2.0,50.0,2.0,50.0,222.0,1013.0,486.0,5.0,6.0,0.0,5.0,2.0,270.0,2.0,336.0,320.0,14.0,9.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,282.0,2.0,4.0
709,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2005.0,28.0,5.0,858.0,9.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.1,2.2,61.0,17.0,77.0,0.21,0.1,0.31,0.21,0.31,0.11,0.12,0.23,0.11,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,4.0,3.0,5.0,9.0,18.0,50.0,9.0,5.0,1.0,4.0,4.0,16.0,5.0,0.0,198.0,257.0,77.0,3478.0,420.0,82.0,102.0,80.4,96.0,116.0,82.8,17.0,22.0,77.3,1.0,1.1,0.6,-0.1,13.0,5.0,6.0,3.0,17.0,37.0,3.88,20.0,1.0,4.0,5.0,6.0,1.0,2.0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,22.0,0.0,33.0,4.0,8.0,1.0,0.0,0.0,38.0,1.0,13.0,7.1,2.0,18.0,8.0,44.4,1.89,0.84,0.11,0.25,19.2,2.0,0.0,0.0,0.06,1.0,1.0,379.0,8.0,42.0,137.0,217.0,46.0,379.0,61.0,25.0,41.0,31.0,50.8,288.0,3150.0,1568.0,61.0,37.0,32.0,29.0,13.0,299.0,77.0,257.0,247.0,9.0,2.0,1.0,3.0,33.0,5.0,1.0,0.0,0.0,0.0,198.0,1.0,10.0
710,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23,2001.0,31.0,31.0,2766.0,30.7,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,2.3,2.3,0.2,2.5,15.0,90.0,3.0,0.13,0.03,0.16,0.13,0.16,0.08,0.01,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,18.0,17.0,11.0,3.0,18.0,26.0,69.2,8.0,30.0,17.0,13.0,27.0,58.0,99.0,5.0,2086.0,2239.0,93.2,38535.0,12423.0,706.0,746.0,94.6,1216.0,1255.0,96.9,145.0,196.0,74.0,1.0,0.2,0.8,0.8,3.0,141.0,0.0,0.0,90.0,19.0,0.62,17.0,0.0,0.0,1.0,1.0,0.0,3.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,17.0,1.0,4.0,27.0,18.0,0.0,1.0,0.0,139.0,61.0,23.0,72.6,4.0,16.0,7.0,43.8,0.52,0.23,0.25,0.57,8.3,0.0,0.0,0.0,0.15,1.7,1.7,2475.0,199.0,973.0,1416.0,92.0,21.0,2475.0,9.0,9.0,100.0,0.0,0.0,1606.0,7489.0,4516.0,15.0,15.0,0.0,13.0,6.0,1891.0,3.0,2239.0,2155.0,82.0,63.0,2.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2086.0,2.0,19.0
711,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,2003.0,26.0,20.0,1628.0,18.1,4.0,1.0,5.0,4.0,0.0,1.0,6.0,0.0,5.5,4.7,1.1,5.8,24.0,44.0,93.0,0.22,0.06,0.28,0.22,0.28,0.3,0.06,0.36,0.26,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,13.0,7.0,8.0,5.0,9.0,19.0,47.4,10.0,13.0,2.0,11.0,3.0,23.0,9.0,0.0,291.0,354.0,82.2,4122.0,691.0,155.0,183.0,84.7,100.0,115.0,87.0,11.0,13.0,84.6,1.0,1.1,1.2,-0.1,11.0,22.0,12.0,2.0,44.0,39.0,2.16,29.0,0.0,2.0,5.0,3.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,11.0,7.0,3.0,13.0,0.0,0.0,0.0,59.0,25.0,59.0,29.8,4.0,26.0,9.0,34.6,1.44,0.5,0.15,0.44,12.1,0.0,0.0,1.0,0.18,-1.5,-0.7,580.0,13.0,73.0,282.0,239.0,57.0,579.0,57.0,20.0,35.1,35.0,61.4,319.0,1848.0,728.0,24.0,20.0,4.0,64.0,38.0,397.0,93.0,354.0,317.0,34.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,291.0,3.0,10.0
712,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,2002.0,26.0,20.0,1901.0,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,4.7,4.7,4.9,9.6,109.0,60.0,200.0,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,31.0,9.0,20.0,9.0,19.0,32.0,59.4,13.0,15.0,2.0,13.0,11.0,49.0,19.0,1.0,795.0,949.0,83.8,11030.0,2193.0,493.0,542.0,91.0,227.0,264.0,86.0,40.0,72.0,55.6,6.0,4.9,4.2,1.1,49.0,27.0,35.0,7.0,60.0,97.0,4.59,65.0,9.0,10.0,3.0,6.0,4.0,18.0,0.85,7.0,0.0,4.0,1.0,2.0,4.0,0.0,21.0,28.0,9.0,42.0,11.0,31.0,2.0,0.0,0.0,109.0,10.0,15.0,40.0,8.0,47.0,17.0,36.2,2.23,0.8,0.17,0.47,17.5,0.0,0.0,0.0,0.1,3.3,3.3,1207.0,16.0,175.0,443.0,607.0,131.0,1207.0,88.0,41.0,46.6,43.0,48.9,782.0,5295.0,2750.0,109.0,53.0,66.0,42.0,35.0,854.0,200.0,949.0,859.0,86.0,5.0,3.0,1.0,42.0,49.0,32.0,23.0,1.0,1.0,795.0,4.0,20.0
713,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,2005.0,15.0,14.0,1252.0,13.9,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,4.0,4.0,0.4,4.4,50.0,36.0,116.0,0.58,0.07,0.65,0.58,0.65,0.29,0.03,0.31,0.29,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,14.0,9.0,10.0,6.0,12.0,28.0,42.9,16.0,8.0,1.0,7.0,3.0,28.0,19.0,0.0,241.0,304.0,79.3,3311.0,698.0,149.0,172.0,86.6,75.0,84.0,89.3,8.0,13.0,61.5,1.0,0.4,0.6,0.6,8.0,13.0,13.0,0.0,36.0,31.0,2.23,21.0,0.0,4.0,3.0,3.0,0.0,4.0,0.29,2.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,49.0,6.0,12.0,3.0,14.0,0.0,0.0,0.0,41.0,16.0,34.0,32.0,8.0,28.0,13.0,46.4,2.01,0.93,0.29,0.62,15.5,0.0,0.0,0.0,0.14,4.0,4.0,523.0,16.0,65.0,191.0,273.0,58.0,523.0,72.0,19.0,26.4,35.0,48.6,376.0,2757.0,1349.0,50.0,33.0,27.0,50.0,38.0,396.0,116.0,304.0,295.0,7.0,3.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,241.0,2.0,22.0
714,Assane Diao,sn SEN,FW,Betis,es La Liga,18,2005.0,10.0,2.0,277.0,3.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.5,2.3,9.0,1.0,27.0,0.32,0.65,0.97,0.32,0.97,0.26,0.5,0.75,0.26,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,3.0,1.0,4.0,9.0,44.4,5.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,49.0,66.0,74.2,626.0,139.0,36.0,43.0,83.7,6.0,8.0,75.0,2.0,2.0,100.0,2.0,1.5,0.6,0.5,8.0,2.0,1.0,1.0,1.0,7.0,2.28,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,12.0,8.0,6.0,57.1,1.0,7.0,1.0,14.3,2.27,0.32,0.14,1.0,14.4,0.0,0.0,0.0,0.11,0.2,0.2,122.0,4.0,12.0,42.0,68.0,19.0,122.0,11.0,2.0,18.2,9.0,81.8,63.0,372.0,145.0,9.0,3.0,3.0,15.0,2.0,81.0,27.0,66.0,61.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,4.0
715,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,2004.0,30.0,27.0,2352.0,26.1,4.0,5.0,9.0,2.0,2.0,2.0,6.0,0.0,3.3,1.8,4.5,6.3,61.0,116.0,114.0,0.15,0.19,0.34,0.08,0.27,0.13,0.17,0.3,0.07,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,13.0,6.0,13.0,3.0,8.0,20.0,40.0,12.0,22.0,6.0,16.0,13.0,35.0,46.0,3.0,812.0,978.0,83.0,13413.0,2876.0,381.0,431.0,88.4,371.0,427.0,86.9,41.0,67.0,61.2,5.0,4.5,4.3,0.5,27.0,64.0,27.0,12.0,116.0,57.0,2.18,47.0,1.0,0.0,3.0,6.0,0.0,8.0,0.31,6.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,52.0,1.0,54.0,13.0,13.0,1.0,0.0,0.0,90.0,12.0,16.0,42.9,4.0,25.0,10.0,40.0,0.96,0.38,0.08,0.2,20.2,1.0,2.0,2.0,0.07,0.7,0.2,1214.0,50.0,276.0,610.0,342.0,42.0,1212.0,49.0,13.0,26.5,32.0,65.3,709.0,3457.0,1837.0,61.0,37.0,12.0,30.0,22.0,885.0,114.0,978.0,936.0,40.0,11.0,6.0,5.0,54.0,10.0,0.0,0.0,0.0,0.0,812.0,2.0,25.0
