Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
2016,Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,26,1998.0,11.0,3.0,391.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,4.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,6.0,4.0,1.0,7.0,13.0,53.8,6.0,7.0,0.0,7.0,11.0,22.0,10.0,0.0,194.0,250.0,77.6,3162.0,1029.0,86.0,99.0,86.9,95.0,116.0,81.9,8.0,22.0,36.4,0.0,0.4,0.3,-0.4,5.0,25.0,7.0,1.0,31.0,10.0,2.3,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,3.0,11.0,7.0,0.0,0.0,0.0,33.0,15.0,8.0,65.2,0.0,4.0,0.0,0.0,0.92,0.0,0.0,,13.2,0.0,0.0,0.0,0.08,-0.3,-0.3,307.0,13.0,76.0,172.0,60.0,7.0,307.0,2.0,2.0,100.0,0.0,0.0,127.0,540.0,226.0,4.0,6.0,2.0,4.0,1.0,161.0,4.0,250.0,239.0,9.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,194.0,2.0,1.0
2017,Cenk Özkacar,tr TUR,DF,Valladolid,es La Liga,23,2000.0,11.0,8.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,7.0,2.0,0.0,4.0,14.0,28.6,10.0,9.0,6.0,3.0,18.0,27.0,69.0,1.0,331.0,392.0,84.4,6430.0,2436.0,105.0,114.0,92.1,197.0,216.0,91.2,27.0,54.0,50.0,0.0,0.0,0.3,0.0,1.0,11.0,0.0,0.0,15.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,18.0,5.0,0.0,1.0,0.0,30.0,11.0,15.0,42.3,0.0,2.0,0.0,0.0,0.24,0.0,0.0,,13.2,0.0,0.0,0.0,0.06,-0.1,-0.1,507.0,88.0,313.0,187.0,8.0,6.0,507.0,0.0,0.0,,0.0,,244.0,1202.0,624.0,2.0,2.0,0.0,4.0,1.0,306.0,0.0,392.0,369.0,22.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1.0,3.0
2018,Nico O’Reilly,eng ENG,DF,Manchester City,eng Premier League,19,2005.0,9.0,6.0,528.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,16.0,17.0,26.0,0.34,0.0,0.34,0.34,0.34,0.22,0.06,0.28,0.22,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,3.0,3.0,3.0,4.0,8.0,50.0,4.0,5.0,1.0,4.0,4.0,13.0,12.0,0.0,305.0,353.0,86.4,4042.0,780.0,209.0,226.0,92.5,88.0,109.0,80.7,3.0,7.0,42.9,0.0,0.4,0.7,-0.4,4.0,28.0,1.0,1.0,17.0,12.0,2.05,9.0,1.0,1.0,0.0,1.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,8.0,4.0,4.0,0.0,0.0,0.0,31.0,6.0,9.0,40.0,2.0,8.0,3.0,37.5,1.36,0.51,0.25,0.67,15.4,0.0,0.0,0.0,0.16,0.7,0.7,419.0,14.0,71.0,223.0,130.0,18.0,419.0,15.0,9.0,60.0,6.0,40.0,249.0,1171.0,575.0,16.0,15.0,0.0,14.0,15.0,298.0,26.0,353.0,311.0,41.0,5.0,1.0,0.0,8.0,36.0,0.0,0.0,0.0,0.0,305.0,1.0,3.0
2019,Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,23,2001.0,14.0,9.0,854.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,12.0,3.0,0.0,10.0,12.0,83.3,2.0,8.0,6.0,2.0,9.0,24.0,49.0,2.0,411.0,494.0,83.2,7915.0,2381.0,154.0,172.0,89.5,211.0,229.0,92.1,46.0,85.0,54.1,0.0,0.1,0.4,-0.1,1.0,28.0,2.0,0.0,27.0,4.0,0.42,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,35.0,19.0,17.0,52.8,0.0,1.0,0.0,0.0,0.11,0.0,0.0,,8.7,0.0,0.0,0.0,0.09,-0.1,-0.1,585.0,74.0,281.0,299.0,9.0,5.0,585.0,2.0,1.0,50.0,1.0,50.0,313.0,1925.0,1242.0,12.0,3.0,1.0,4.0,0.0,358.0,0.0,494.0,467.0,26.0,19.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,411.0,1.0,5.0
2020,Willian Pacho,ec ECU,DF,Paris S-G,fr Ligue 1,22,2001.0,28.0,23.0,2132.0,23.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,3.0,53.0,1.0,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,32.0,34.0,22.0,0.0,23.0,32.0,71.9,9.0,35.0,22.0,13.0,40.0,96.0,91.0,1.0,1865.0,1968.0,94.8,33030.0,9702.0,629.0,654.0,96.2,1134.0,1158.0,97.9,82.0,120.0,68.3,1.0,0.3,0.4,0.7,3.0,69.0,1.0,0.0,53.0,13.0,0.55,11.0,0.0,0.0,1.0,0.0,1.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,40.0,32.0,0.0,0.0,0.0,119.0,29.0,26.0,52.7,0.0,4.0,1.0,25.0,0.17,0.04,0.0,0.0,8.5,0.0,0.0,0.0,0.08,-0.3,-0.3,2223.0,244.0,921.0,1269.0,43.0,8.0,2223.0,7.0,2.0,28.6,4.0,57.1,1399.0,5986.0,2592.0,3.0,3.0,0.0,15.0,4.0,1697.0,1.0,1968.0,1920.0,46.0,27.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1865.0,2.0,7.0
2021,Daniele Padelli,it ITA,GK,Udinese,it Serie A,38,1985.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.8,0.26,0.8,0.77,3.0,7.0,42.9,18.0,2.0,33.3,30.5,2.0,50.0,32.0,11.0,1.0,9.1,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,344.0,255.0,4.0,4.0,100.0,8.0,8.0,100.0,3.0,8.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,22.0,17.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,,0.0,,10.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2022,Alex Padilla,es ESP,GK,Athletic Club,es La Liga,20,2003.0,5.0,3.0,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.68,17.0,12.0,70.6,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,4.8,0.26,-0.2,-0.06,27.0,78.0,34.6,98.0,15.0,58.2,41.5,22.0,95.5,64.5,57.0,2.0,3.5,3.0,0.84,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,67.0,121.0,55.4,2317.0,1964.0,9.0,9.0,100.0,25.0,25.0,100.0,33.0,86.0,38.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,134.0,110.0,131.0,3.0,0.0,0.0,134.0,0.0,0.0,,0.0,,69.0,383.0,239.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,121.0,79.0,41.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0.0
2023,Simone Pafundi,it ITA,"MF,DF",Udinese,it Serie A,18,2006.0,9.0,0.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.7,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.52,0.57,0.05,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,0.0,1.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,57.0,77.0,74.0,1004.0,168.0,25.0,29.0,86.2,23.0,28.0,82.1,6.0,16.0,37.5,0.0,0.7,0.3,-0.7,3.0,4.0,0.0,0.0,0.0,6.0,4.66,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,50.0,1.55,0.78,0.0,0.0,23.4,1.0,0.0,0.0,0.03,-0.1,-0.1,95.0,1.0,8.0,47.0,41.0,1.0,95.0,7.0,1.0,14.3,2.0,28.6,56.0,381.0,131.0,3.0,9.0,0.0,2.0,1.0,57.0,7.0,77.0,63.0,14.0,4.0,0.0,1.0,14.0,2.0,8.0,5.0,3.0,0.0,57.0,0.0,1.0
2024,Exequiel Palacios,ar ARG,MF,Leverkusen,de Bundesliga,25,1998.0,24.0,11.0,1155.0,12.8,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,2.3,3.8,15.0,97.0,40.0,0.08,0.47,0.55,0.08,0.55,0.12,0.18,0.3,0.12,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,15.0,8.0,10.0,4.0,10.0,18.0,55.6,8.0,14.0,1.0,13.0,13.0,35.0,15.0,1.0,922.0,1023.0,90.1,13196.0,3782.0,539.0,584.0,92.3,317.0,347.0,91.4,36.0,45.0,80.0,6.0,2.3,2.4,3.7,28.0,97.0,19.0,2.0,97.0,47.0,3.67,41.0,0.0,2.0,1.0,0.0,3.0,9.0,0.7,8.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,18.0,0.0,4.0,13.0,15.0,0.0,0.0,0.0,76.0,1.0,8.0,11.1,1.0,13.0,8.0,61.5,1.01,0.62,0.08,0.13,18.6,0.0,0.0,0.0,0.12,-0.5,-0.5,1144.0,19.0,140.0,659.0,348.0,12.0,1144.0,12.0,8.0,66.7,4.0,33.3,660.0,2279.0,969.0,15.0,17.0,1.0,17.0,20.0,901.0,40.0,1023.0,992.0,30.0,13.0,11.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0,922.0,1.0,15.0
2025,Tomás Palacios,ar ARG,DF,Monza,it Serie A,21,2003.0,8.0,5.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,9.0,2.0,0.0,9.0,13.0,69.2,4.0,7.0,2.0,5.0,8.0,19.0,17.0,2.0,321.0,362.0,88.7,5597.0,2094.0,148.0,158.0,93.7,141.0,148.0,95.3,27.0,44.0,61.4,0.0,0.0,0.1,0.0,0.0,21.0,1.0,0.0,21.0,5.0,1.01,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0,29.0,6.0,4.0,60.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,25.8,1.0,0.0,0.0,0.04,0.0,0.0,417.0,58.0,229.0,178.0,16.0,1.0,417.0,9.0,8.0,88.9,1.0,11.1,293.0,1248.0,683.0,3.0,1.0,0.0,3.0,4.0,305.0,2.0,362.0,338.0,23.0,12.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,321.0,1.0,6.0
2026,Tomás Palacios,ar ARG,DF,Inter,it Serie A,21,2003.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,100.0,243.0,75.0,10.0,10.0,100.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,8.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,2.0,12.0,1.0,0.0,15.0,0.0,0.0,,0.0,,14.0,51.0,32.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2027,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,29,1994.0,35.0,25.0,2162.0,24.0,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,4.7,4.7,4.4,9.2,30.0,117.0,123.0,0.17,0.17,0.33,0.17,0.33,0.2,0.18,0.38,0.2,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,17.0,10.0,6.0,6.0,8.0,34.0,23.5,26.0,22.0,3.0,19.0,8.0,30.0,13.0,1.0,783.0,1015.0,77.1,13214.0,3942.0,407.0,461.0,88.3,271.0,327.0,82.9,86.0,163.0,52.8,4.0,4.4,4.7,-0.4,48.0,77.0,19.0,4.0,117.0,110.0,4.57,63.0,25.0,6.0,7.0,9.0,0.0,5.0,0.21,2.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,53.0,3.0,111.0,8.0,17.0,0.0,0.0,0.0,102.0,18.0,40.0,31.0,4.0,61.0,18.0,29.5,2.54,0.75,0.07,0.22,22.3,1.0,0.0,0.0,0.08,-0.7,-0.7,1285.0,12.0,120.0,592.0,583.0,43.0,1285.0,66.0,25.0,37.9,34.0,51.5,716.0,3520.0,1317.0,30.0,29.0,7.0,54.0,43.0,913.0,123.0,1015.0,868.0,136.0,17.0,13.0,6.0,111.0,5.0,92.0,46.0,31.0,0.0,783.0,11.0,23.0
2028,Alberto Paleari,it ITA,GK,Torino,it Serie A,31,1992.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.2,0.32,-0.8,-0.77,8.0,12.0,66.7,26.0,5.0,34.6,31.0,6.0,50.0,42.0,12.0,0.0,0.0,5.0,5.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,32.0,87.5,826.0,650.0,10.0,10.0,100.0,6.0,6.0,100.0,12.0,16.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,37.0,29.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.0,,23.0,111.0,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,32.0,23.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
2029,Marco Palestra,it ITA,DF,Atalanta,it Serie A,19,2005.0,9.0,2.0,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,13.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,2.0,1.0,3.0,3.0,100.0,0.0,4.0,1.0,3.0,2.0,8.0,4.0,0.0,85.0,109.0,78.0,1246.0,347.0,52.0,60.0,86.7,28.0,33.0,84.8,3.0,8.0,37.5,0.0,0.2,0.5,-0.2,3.0,7.0,3.0,3.0,6.0,8.0,3.21,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,12.0,2.0,4.0,0.0,0.0,0.0,7.0,2.0,2.0,50.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,137.0,4.0,30.0,54.0,53.0,12.0,137.0,12.0,4.0,33.3,5.0,41.7,89.0,644.0,411.0,13.0,6.0,6.0,3.0,1.0,94.0,14.0,109.0,92.0,17.0,4.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,85.0,0.0,4.0
2030,João Palhinha,pt POR,MF,Bayern Munich,de Bundesliga,29,1995.0,17.0,6.0,673.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7,0.7,0.2,0.9,3.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,14.0,6.0,11.0,3.0,11.0,16.0,68.8,5.0,13.0,1.0,12.0,4.0,24.0,9.0,1.0,510.0,552.0,92.4,8227.0,1663.0,263.0,272.0,96.7,210.0,223.0,94.2,31.0,45.0,68.9,0.0,0.2,0.5,-0.2,4.0,47.0,2.0,0.0,32.0,13.0,1.74,11.0,0.0,0.0,2.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,10.0,0.0,2.0,4.0,14.0,0.0,1.0,0.0,17.0,20.0,11.0,64.5,0.0,10.0,3.0,30.0,1.34,0.4,0.0,0.0,15.2,0.0,0.0,0.0,0.07,-0.7,-0.7,631.0,18.0,94.0,419.0,120.0,13.0,631.0,4.0,2.0,50.0,2.0,50.0,330.0,1107.0,383.0,3.0,3.0,1.0,6.0,7.0,499.0,7.0,552.0,544.0,7.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,510.0,1.0,3.0
2031,Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,36,1987.0,26.0,23.0,2017.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.4,0.4,0.4,0.8,6.0,52.0,5.0,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,27.0,44.0,13.0,4.0,37.0,63.0,58.7,26.0,48.0,18.0,30.0,28.0,89.0,164.0,3.0,731.0,874.0,83.6,14898.0,5456.0,233.0,262.0,88.9,392.0,424.0,92.5,98.0,169.0,58.0,2.0,0.4,0.4,1.6,3.0,56.0,1.0,1.0,52.0,11.0,0.49,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,7.0,28.0,27.0,0.0,1.0,1.0,96.0,20.0,16.0,55.6,0.0,3.0,1.0,33.3,0.13,0.04,0.0,0.0,22.0,0.0,0.0,0.0,0.14,-0.4,-0.4,1192.0,191.0,653.0,502.0,45.0,2.0,1192.0,7.0,3.0,42.9,4.0,57.1,570.0,2589.0,1201.0,6.0,3.0,1.0,8.0,3.0,626.0,5.0,874.0,813.0,61.0,32.0,1.0,4.0,7.0,26.0,0.0,0.0,0.0,0.0,731.0,0.0,8.0
2032,Matteo Palma,de GER,DF,Udinese,it Serie A,16,2008.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,80.0,13.0,2.0,3.0,66.7,3.0,4.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,9.0,1.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,,0.0,,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
