id,name,team,price,slug
875137,Zian Flemming,Burnley,6.2,flemming-zian
1126692,Antoni Milambo,Brentford,5,antoni-milambo
143047,Matt Doherty,Wolverhampton,5.5,matt-doherty
906047,Cheick Doucouré,Crystal Palace,5,cheick-doucoure
1050692,Diego Coppola,Brighton & Hove Albion,4.9,diego-coppola
859896,Brandon Austin,Tottenham Hotspur,4,austin-brandon
1004505,Loum Tchaouna,Burnley,4.5,loum-tchaouna
1402918,Charlie Gray,Manchester City,5,charlie-gray
842513,Igor Júlio,West Ham United,5,igor-julio
1392044,Quilindschy Hartman,Burnley,5.2,quilindschy-hartman
301288,Solly March,Brighton & Hove Albion,5,solly-march
19314,Fraser Forster,Bournemouth,4,fraser-forster
1881891,Landon Emenalo,Chelsea,5,landon-emenalo
1403054,Max Merrick,Chelsea,4,merrick-max
190877,Kenny Tete,Fulham,6.7,kenny-tete
826183,Mike Trésor,Burnley,4.5,mike-tresor
2070311,Brian Madjo,Aston Villa,4.5,brian-madjo
973418,Toti Gomes,Wolverhampton,6.1,toti-gomes
855864,Ethan Pinnock,Brentford,5.4,ethan-pinnock
1101362,Jesurun Rak-Sakyi,Crystal Palace,5,jesurun-rak-sakyi
153444,Jamaal Lascelles,Newcastle United,4.5,jamaal-lascelles
150396,Emil Krafth,Newcastle United,4.5,emil-krafth
1031283,David Möller Wolfe,Wolverhampton,5,david-moller-wolfe
1005725,Tawanda Chirewa,Wolverhampton,4.5,tawanda-chirewa
1457536,Andrés García,Aston Villa,5,andres-garcia
76632,Séamus Coleman,Everton,4.5,seamus-coleman
792122,Josh Cullen,Burnley,6.1,cullen-josh
846252,Ryan Yates,Nottingham Forest,6,ryan-yates
1166679,Nathan Fraser,Wolverhampton,4.5,nathan-fraser
1418646,Eric da Silva Moreira,Nottingham Forest,4.5,eric-da-silva-moreira
809276,Jacob Bruun Larsen,Burnley,5,jacob-bruun-larsen
1125214,Alex Murphy,Newcastle United,4,alex-murphy
907464,Ian Carlo Poveda,Sunderland,5,poveda-ian-carlo
1190165,Keiber Lamadrid,West Ham United,4.5,keiber-lamadrid
43215,Nathaniel Clyne,Crystal Palace,4.5,nathaniel-clyne
1410178,Jamaldeen Jimoh,Aston Villa,4.5,jamaldeen-jimoh
1403098,Kaye Furo,Brentford,4.5,kaye-iyowuna-furo
1402735,Kian Noble,Manchester City,4,kian-noble
856720,Mark Travers,Everton,4.5,mark-travers
98427,Sam Johnstone,Wolverhampton,4.6,sam-johnstone
31867,Jason Steele,Brighton & Hove Albion,4,jason-steele
227946,Angus Gunn,Nottingham Forest,4.5,angus-gunn
216308,Adam Webster,Brighton & Hove Albion,5,adam-webster
1005959,Hákon Rafn Valdimarsson,Brentford,4.5,hakon-rafn-valdimarsson
1005706,Andrew Moran,Brighton & Hove Albion,5,moran-andrew
856260,Joshua Dasilva,Brentford,4.5,joshua-dasilva
1390490,Zach Abbott,Nottingham Forest,4,abbott-zach
1913038,Jun'ai Byfield,Tottenham Hotspur,4,junai-byfield
1899477,Tyrone Samba,Manchester City,4.5,tyrone-samba
1000139,Abdoullah Ba,Sunderland,4.5,abdoullah-ba
108508,Mark Gillespie,Newcastle United,4,mark-gillespie
804613,Connor Roberts,Burnley,5.5,connor-roberts
1009762,Teddy Sharman-Lowe,Chelsea,4.5,teddy-sharman-lowe
1131,John Ruddy,Newcastle United,4,john-ruddy
2138729,Jocelin Ta Bi,Sunderland,4.5,jocelin-ta-bi
1190712,Matai Akinmboni,Bournemouth,4,matai-akinmboni
1899540,Dean Benamar,Crystal Palace,4,dean-benamar
958718,Anthony Patterson,Sunderland,4.5,anthony-patterson
123207,Benjamin Lecomte,Fulham,4.5,benjamin-lecomte
927175,Jordan Beyer,Burnley,4,jordan-beyer
838399,Joe Worrall,Burnley,4,joe-worrall
603922,Tom King,Everton,4,tom-king
1899739,Ife Ibrahim,Arsenal,4,ife-ibrahim
1097848,Leo Fuhr Hjelde,Sunderland,4,leo-fuhr-hjelde
1465401,Caleb Kporha,Crystal Palace,4,caleb-kporha
254713,Sam Byram,Leeds United,4.5,sam-byram
1543803,Hindolo Mustapha,Crystal Palace,4,hindolo-mustapha
1479682,Leo Shahar,Newcastle United,4,leo-shahar
1432254,Timur Tutierov,Sunderland,4.5,tutierov-timur
101367,Daniel Bentley,Wolverhampton,4,daniel-bentley
991001,Will Dennis,Bournemouth,4,will-dennis
1128801,Max Weiss,Burnley,4.5,max-weiss
2082108,Malcom Dacosta,Bournemouth,4,malcom-dacosta
1158066,Charlie Crew,Leeds United,4,charlie-crew
934228,Ajibola-Joshua Alese,Sunderland,4.5,ajibola-joshua-alese
2007717,Joel Drakes-Thomas,Crystal Palace,4.5,joel-drakes-thomas
1469007,Rio Cardines,Crystal Palace,4,rio-cardines
860764,Steven Benda,Fulham,4,steven-benda
581610,Remi Matthews,Crystal Palace,4,remi-matthews
1150948,Rio Kyerematen,Tottenham Hotspur,4,rio-kyerematen
151518,Václav Hladký,Burnley,4.5,vaclav-hladky
95461,Simon Moore,Sunderland,4,simon-moore
162417,Alex Cairns,Leeds United,4,alex-cairns
1481988,Braiden Graham,Everton,4.5,braiden-graham
1899515,Benjamin Casey,Crystal Palace,5,benjamin-casey
1138445,James Wright,Aston Villa,4.5,wright-james
1101358,Daniel Imray,Crystal Palace,5,daniel-imray
1101370,Reece Welch,Everton,4,reece-welch
1425207,Aidan Harris,Newcastle United,4,aidan-harris
1144949,Elijah Campbell,Everton,4.5,elijah-campbell
860205,Ellery Balcombe,Brentford,4.5,balcombe-ellery
1819718,Luke Rawlings,Wolverhampton,4.5,luke-rawlings
1083020,Alfie Pond,Wolverhampton,4,alfie-pond
1543802,Charlie Tasker,Brighton & Hove Albion,4.5,charlie-tasker
1400429,Jimmy Sinclair,Nottingham Forest,4,jimmy-sinclair
1185668,Jenson Jones,Sunderland,4,jenson-jones
1881904,Saheed Olagunju,Wolverhampton,4,saheed-olagunju
1409108,Ojinnaka Temple,Wolverhampton,4,temple-ojinnaka
2425112,Tynan Thompson,Tottenham Hotspur,4.5,thompson-tynan
1412863,Keehan Willows,Nottingham Forest,4,keehan-willows
1919354,Tye Hall,Tottenham Hotspur,4,tye-hall
1394815,Ben Hammond,Nottingham Forest,4,ben-hammond
1398203,Jack Thompson,Nottingham Forest,4,jack-thompson
1861676,Charlie Stevens,Bournemouth,4.5,charlie-stevens
2208491,Joshua Stephenson,Brentford,4,joshua-stephenson
2282021,Craig Maskell,Brighton & Hove Albion,4.5,craig-maskell
794839,Gabriel Jesus,Arsenal,6.5,gabriel-jesus
840217,Richarlison,Tottenham Hotspur,6.3,richarlison
1009386,Hannibal Mejbri,Burnley,5.4,hannibal-mejbri
1503757,Jonah Kusi-Asare,Fulham,4.5,jonah-kusi-asare
94758,Ben Davies,Tottenham Hotspur,5,ben-davies
1167066,Tom Watson,Brighton & Hove Albion,5,watson-tom
44566,Adam Smith,Bournemouth,4.9,adam-smith
27028,Ashley Barnes,Burnley,4.5,ashley-barnes
989034,Trai Hume,Sunderland,5.2,hume-trai
