name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,gender,id,country,marketValueCurrency,dateOfBirthTimestamp,proposedMarketValueRaw,fieldTranslations,totalPass,accuratePass,totalLongBalls,accurateLongBalls,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,ratingVersions,totalShots,goalsPrevented,statisticsType,team,substitute,captain,sofascoreId,duelLost,blockedScoringAttempt,totalClearance,totalTackle,unsuccessfulTouch,fouls,expectedGoals,goalAssist,aerialLost,challengeLost,bigChanceCreated,outfielderBlock,interceptionWon,keyPass,wonTackle,totalContest,wonContest,shotOffTarget,wasFouled,totalCross,accurateCross,dispossessed,bigChanceMissed,onTargetScoringAttempt,expectedGoalsOnTarget,goals,errorLeadToAGoal,totalKeeperSweeper,accurateKeeperSweeper,clearanceOffLine,totalOffside
Pedro Neto,,,pedro-neto,P. Neto,M,7,172,39950,M,879349,"{'alpha2': 'PT', 'alpha3': 'PRT', 'name': 'Portugal', 'slug': 'portugal'}",EUR,952560000,"{'value': 58000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'بيدرو نيتو', 'hi': 'पेड्रो नेटो', 'bn': 'পেড্রো নেটো'}, 'shortNameTranslation': {'ar': 'ب. نيتو', 'hi': 'पी. नेटो', 'bn': 'পি. নেটো'}}",26.0,21.0,1.0,,7.0,8.0,14.0,19.0,1.0,6.0,1.0,,,,45.0,41.0,6.7,13.0,0.0409192,"{'original': 6.7, 'alternative': 6.6}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,False,False,pedroneto_30,5.0,,,,3.0,,,,2.0,,,,,,,5.0,4.0,,1.0,1.0,,2.0,,,,,,,,,1.0
Daniel Bentley,,,daniel-bentley,D. Bentley,G,25,188,263,M,101367,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,742521600,"{'value': 910000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دانيال بنتلي', 'hi': 'डैनियल बेंटले', 'bn': 'ড্যানিয়েল বেন্টলি'}, 'shortNameTranslation': {'ar': 'د. بنتلي', 'hi': 'डी. बेंटले', 'bn': 'ডি. বেন্টলি'}}",10.0,7.0,5.0,2.0,7.0,8.0,,2.0,,,2.0,,1.0,1.0,45.0,12.0,6.7,3.0,2.682e-05,"{'original': 6.7, 'alternative': 6.4}",0,0.6905,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Fraser,,,nathan-fraser,N. Fraser,F,29,188,828,M,1166679,"{'alpha2': 'IE', 'alpha3': 'IRL', 'name': 'Ireland', 'slug': 'ireland'}",EUR,1120176000,"{'value': 625000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ناثان فريزر', 'hi': 'नाथन फ्रेजर', 'bn': 'নাথান ফ্রেজার'}, 'shortNameTranslation': {'ar': 'ن. فريزر', 'hi': 'एन. फ्रेजर', 'bn': 'এন. ফ্রেজার'}}",7.0,5.0,,,4.0,5.0,1.0,2.0,,1.0,2.0,,,,45.0,14.0,6.6,4.0,0.00076018,"{'original': 6.6, 'alternative': 6.6}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,4.0,,,,2.0,1.0,0.08,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,0.2455,,,,,,
Hugo Bueno,,,hugo-bueno,H. Bueno,D,3,180,661,M,1013928,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain', 'slug': 'spain'}",EUR,1032307200,"{'value': 10800000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'هوغو بوينو', 'hi': 'ह्यूगो ब्यूनो', 'bn': 'হুগো বুয়েনো'}, 'shortNameTranslation': {'ar': 'ه. بوينو', 'hi': 'एच. ब्यूनो', 'bn': 'এইচ. বুয়েনো'}}",20.0,16.0,2.0,,5.0,9.0,12.0,12.0,,,2.0,,,,31.0,30.0,6.4,5.0,0.0147318,"{'original': 6.4, 'alternative': 6.4}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
Boubacar Traoré,,,boubacar-traore,B. Traoré,M,8,183,1017,M,982613,"{'alpha2': 'ML', 'alpha3': 'MLI', 'name': 'Mali', 'slug': 'mali'}",EUR,998265600,"{'value': 4800000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'بوبكر تراوري', 'hi': 'बौबाकर ट्रैओरे', 'bn': 'বউবাকার ট্রাওরে'}, 'shortNameTranslation': {'ar': 'ب. تراوري', 'hi': 'बी. ट्रैओरे', 'bn': 'বি. ট্রাওরে'}}",4.0,4.0,,,2.0,2.0,2.0,2.0,,1.0,1.0,,,,9.0,6.0,6.3,1.0,0.00026406,"{'original': 6.3, 'alternative': 6.2}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
Tawanda Chirewa,,,tawanda-chirewa,T. Chirewa,M,23,181,860,M,1005725,"{'alpha2': 'ZW', 'alpha3': 'ZWE', 'name': 'Zimbabwe', 'slug': 'zimbabwe'}",EUR,1065830400,"{'value': 485000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'تاواندا شيريوا', 'hi': 'तवांडा चिरेवा', 'bn': 'তাওয়ান্ডা চিরেওয়া'}, 'shortNameTranslation': {'ar': 'ت. شيريوا', 'hi': 'टी. चिरेवा', 'bn': 'টি. চিরোয়া'}}",5.0,5.0,,,2.0,2.0,5.0,5.0,,,,,,,9.0,8.0,6.6,,0.0100546,"{'original': 6.6, 'alternative': 6.8}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,2.0,,,,,2.0,0.0757,,,,,,,1.0,,,,1.0,,2.0,2.0,,,,,,,,,,
Santiago Bueno,,,santiago-bueno,S. Bueno,D,4,189,1209,M,846308,"{'alpha2': 'UY', 'alpha3': 'URY', 'name': 'Uruguay', 'slug': 'uruguay'}",EUR,910569600,"{'value': 9200000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'سانتياغو بويينو', 'hi': 'सैंटियागो ब्यूनो', 'bn': 'সান্তিয়াগো বুয়েনো'}, 'shortNameTranslation': {'ar': 'س. بويينو', 'hi': 'एस. ब्यूनो', 'bn': 'এস. বুয়েনো'}}",,,,,,,,,,,,,,,,,,,,,0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Doherty,,,matt-doherty,M. Doherty,D,2,182,1503,M,143047,"{'alpha2': 'IE', 'alpha3': 'IRL', 'name': 'Ireland', 'slug': 'ireland'}",EUR,695520000,"{'value': 1500000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مات دوهيرتي', 'hi': 'मैट डोहर्टी', 'bn': 'ম্যাট ডোহার্টি'}, 'shortNameTranslation': {'ar': 'م. دوهيرتي', 'hi': 'एम. डोहर्टी', 'bn': 'এম. ডোহার্টি'}}",,,,,,,,,,,,,,,,,,,,,0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noha Lemina,,,noha-lemina,N. Lemina,M,37,168,836,M,1145633,"{'alpha2': 'GA', 'alpha3': 'GAB', 'name': 'Gabon', 'slug': 'gabon'}",EUR,1118966400,"{'value': 215000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'نوها ليمينا'}, 'shortNameTranslation': {'ar': 'ن. ليمينا'}}",,,,,,,,,,,,,,,,,,,,,0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Okoduwa,Wesley Okoduwa,,wesley-okoduwa,W. Okoduwa,F,61,176,149,M,1566879,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,1210550400,,"{'nameTranslation': {'ar': 'ويزلي أوكودوا'}, 'shortNameTranslation': {'ar': 'و. أوكودوا'}}",,,,,,,,,,,,,,,,,,,,,0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",away,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
