Date,home_team,away_team,home_odds,away_odds
2025-03-05,Orlando Magic,Toronto Raptors,1.4,3.1
2025-03-04,Utah Jazz,Detroit Pistons,4.72,1.21
2025-03-04,Dallas Mavericks,Sacramento Kings,2.1,1.78
2025-03-04,Memphis Grizzlies,Atlanta Hawks,1.32,3.51
2025-03-04,Oklahoma City Thunder,Houston Rockets,1.1,7.78
2025-03-04,Miami Heat,Washington Wizards,1.29,3.81
2025-03-04,Charlotte Hornets,Golden State Warriors,6.32,1.13
2025-03-04,Philadelphia 76ers,Portland Trail Blazers,2.02,1.84
2025-03-03,Los Angeles Lakers,LA Clippers,2.15,1.75
2025-03-03,Phoenix Suns,Minnesota Timberwolves,2.01,1.85
2025-03-03,Utah Jazz,New Orleans Pelicans,3.35,1.35
2025-03-03,San Antonio Spurs,Oklahoma City Thunder,6.81,1.12
2025-03-03,Miami Heat,New York Knicks,2.99,1.42
2025-03-03,Orlando Magic,Toronto Raptors,1.38,3.19
2025-03-02,Indiana Pacers,Chicago Bulls,1.18,5.09
2025-03-02,Cleveland Cavaliers,Portland Trail Blazers,1.2,4.85
2025-03-02,Boston Celtics,Denver Nuggets,1.45,2.85
2025-03-02,Dallas Mavericks,Milwaukee Bucks,2.25,1.69
2025-03-02,Philadelphia 76ers,Golden State Warriors,3.11,1.39
2025-03-02,Houston Rockets,Sacramento Kings,1.56,2.51
2025-03-02,Memphis Grizzlies,San Antonio Spurs,1.47,2.78
2025-03-02,Detroit Pistons,Brooklyn Nets,1.15,5.84
2025-03-02,Charlotte Hornets,Washington Wizards,1.59,2.44
2025-03-01,Los Angeles Lakers,LA Clippers,1.86,1.98
2025-03-01,Utah Jazz,Minnesota Timberwolves,2.43,1.6
2025-03-01,Phoenix Suns,New Orleans Pelicans,1.25,4.19
2025-03-01,Chicago Bulls,Toronto Raptors,1.87,1.99
2025-03-01,Memphis Grizzlies,New York Knicks,1.74,2.17
2025-03-01,Miami Heat,Indiana Pacers,2.24,1.69
2025-03-01,Atlanta Hawks,Oklahoma City Thunder,5.04,1.18
2025-03-01,Boston Celtics,Cleveland Cavaliers,1.85,2.0
2025-03-01,Brooklyn Nets,Portland Trail Blazers,2.03,1.83
2025-03-01,Detroit Pistons,Denver Nuggets,1.79,2.09
2025-02-28,Los Angeles Lakers,Minnesota Timberwolves,1.43,2.95
2025-02-28,Phoenix Suns,New Orleans Pelicans,1.38,3.13
2025-02-28,Dallas Mavericks,Charlotte Hornets,1.18,5.06
2025-02-28,Milwaukee Bucks,Denver Nuggets,2.32,1.65
2025-02-28,Orlando Magic,Golden State Warriors,2.61,1.52
2025-02-27,Houston Rockets,San Antonio Spurs,1.32,3.58
2025-02-27,Utah Jazz,Sacramento Kings,4.08,1.26
2025-02-27,Chicago Bulls,LA Clippers,4.07,1.25
2025-02-27,Brooklyn Nets,Oklahoma City Thunder,9.58,1.07
2025-02-27,Miami Heat,Atlanta Hawks,1.67,2.26
2025-02-27,Detroit Pistons,Boston Celtics,2.55,1.54
2025-02-27,Indiana Pacers,Toronto Raptors,1.16,5.57
2025-02-27,New York Knicks,Philadelphia 76ers,1.26,4.11
2025-02-27,Washington Wizards,Portland Trail Blazers,2.96,1.42
2025-02-26,Golden State Warriors,Charlotte Hornets,1.06,9.92
2025-02-26,Los Angeles Lakers,Dallas Mavericks,1.25,4.09
2025-02-26,Houston Rockets,Milwaukee Bucks,1.68,2.25
2025-02-26,Memphis Grizzlies,Phoenix Suns,1.39,3.12
2025-02-26,New Orleans Pelicans,San Antonio Spurs,1.72,2.17
2025-02-26,Orlando Magic,Cleveland Cavaliers,3.09,1.39
2025-02-26,Toronto Raptors,Boston Celtics,5.2,1.17
2025-02-25,Sacramento Kings,Charlotte Hornets,1.18,5.02
2025-02-25,Utah Jazz,Portland Trail Blazers,3.33,1.35
2025-02-25,Oklahoma City Thunder,Minnesota Timberwolves,1.16,5.58
2025-02-25,Atlanta Hawks,Miami Heat,1.77,2.11
2025-02-25,Detroit Pistons,LA Clippers,1.69,2.23
2025-02-25,Indiana Pacers,Denver Nuggets,2.38,1.61
2025-02-25,Philadelphia 76ers,Chicago Bulls,1.43,2.92
2025-02-25,Washington Wizards,Brooklyn Nets,2.23,1.69
2025-02-24,Minnesota Timberwolves,Oklahoma City Thunder,3.93,1.27
2025-02-24,Cleveland Cavaliers,Memphis Grizzlies,1.44,2.89
2025-02-24,New Orleans Pelicans,San Antonio Spurs,1.78,2.1
2025-02-24,Atlanta Hawks,Detroit Pistons,2.12,1.77
2025-02-24,Milwaukee Bucks,Miami Heat,1.56,2.5
2025-02-24,Orlando Magic,Washington Wizards,1.12,6.62
2025-02-24,Toronto Raptors,Phoenix Suns,2.24,1.69
2025-02-23,Indiana Pacers,LA Clippers,1.6,2.41
2025-02-23,Golden State Warriors,Dallas Mavericks,1.26,4.08
2025-02-23,Boston Celtics,New York Knicks,1.33,3.5
2025-02-23,Portland Trail Blazers,Charlotte Hornets,1.47,2.77
2025-02-23,Utah Jazz,Houston Rockets,3.6,1.31
2025-02-23,Denver Nuggets,Los Angeles Lakers,1.41,3.03
2025-02-23,Philadelphia 76ers,Brooklyn Nets,1.18,5.06
2025-02-22,Chicago Bulls,Phoenix Suns,2.67,1.5
2025-02-22,Sacramento Kings,Golden State Warriors,2.11,1.77
2025-02-22,Houston Rockets,Minnesota Timberwolves,1.59,2.44
2025-02-22,Utah Jazz,Oklahoma City Thunder,8.23,1.08
2025-02-22,Dallas Mavericks,New Orleans Pelicans,1.45,2.83
2025-02-22,San Antonio Spurs,Detroit Pistons,2.51,1.56
2025-02-22,Toronto Raptors,Miami Heat,2.36,1.63
2025-02-22,Cleveland Cavaliers,New York Knicks,1.35,3.31
2025-02-22,Orlando Magic,Memphis Grizzlies,2.09,1.78
2025-02-22,Washington Wizards,Milwaukee Bucks,2.72,1.48
2025-02-21,Portland Trail Blazers,Los Angeles Lakers,2.22,1.7
2025-02-21,San Antonio Spurs,Phoenix Suns,2.19,1.71
2025-02-21,Denver Nuggets,Charlotte Hornets,1.05,11.57
2025-02-21,Milwaukee Bucks,LA Clippers,1.99,1.87
2025-02-21,Atlanta Hawks,Orlando Magic,1.97,1.87
2025-02-21,Brooklyn Nets,Cleveland Cavaliers,6.18,1.13
2025-02-21,New York Knicks,Chicago Bulls,1.21,4.77
2025-02-21,Indiana Pacers,Memphis Grizzlies,1.98,1.86
2025-02-21,Philadelphia 76ers,Boston Celtics,3.08,1.39
2025-02-20,Los Angeles Lakers,Charlotte Hornets,1.12,6.5
2025-02-17,Chuck’s Global Stars,Shaq’s OGs,1.72,2.13
2025-02-17,Shaq’s OGs,Candace’s Rising Stars,1.18,4.71
2025-02-17,Chuck’s Global Stars,Kenny’s Young Stars,1.55,2.44
2025-02-14,Utah Jazz,LA Clippers,4.33,1.24
2025-02-14,Dallas Mavericks,Miami Heat,2.27,1.67
2025-02-14,Minnesota Timberwolves,Oklahoma City Thunder,4.33,1.24
2025-02-14,Houston Rockets,Golden State Warriors,1.99,1.87
2025-02-14,New Orleans Pelicans,Sacramento Kings,3.71,1.3
2025-02-13,LA Clippers,Memphis Grizzlies,1.41,3.03
2025-02-13,Dallas Mavericks,Golden State Warriors,3.63,1.3
2025-02-13,Denver Nuggets,Portland Trail Blazers,1.25,4.16
2025-02-13,Utah Jazz,Los Angeles Lakers,4.13,1.25
2025-02-13,Houston Rockets,Phoenix Suns,1.25,4.22
2025-02-13,Chicago Bulls,Detroit Pistons,2.92,1.43
2025-02-13,Minnesota Timberwolves,Milwaukee Bucks,1.25,4.1
2025-02-13,New Orleans Pelicans,Sacramento Kings,2.87,1.44
2025-02-13,Oklahoma City Thunder,Miami Heat,1.11,6.98
2025-02-13,Brooklyn Nets,Philadelphia 76ers,1.8,2.04
2025-02-13,New York Knicks,Atlanta Hawks,1.32,3.52
2025-02-13,Toronto Raptors,Cleveland Cavaliers,6.48,1.13
2025-02-13,Boston Celtics,San Antonio Spurs,1.31,3.55
2025-02-13,Orlando Magic,Charlotte Hornets,1.13,6.22
2025-02-13,Washington Wizards,Indiana Pacers,4.39,1.23
2025-02-12,Phoenix Suns,Memphis Grizzlies,2.45,1.58
2025-02-12,Chicago Bulls,Detroit Pistons,2.65,1.5
2025-02-12,Indiana Pacers,New York Knicks,2.15,1.74
2025-02-12,Philadelphia 76ers,Toronto Raptors,1.18,5.05
2025-02-11,Los Angeles Lakers,Utah Jazz,1.14,6.16
2025-02-11,Denver Nuggets,Portland Trail Blazers,1.23,4.31
2025-02-11,Dallas Mavericks,Sacramento Kings,2.03,1.82
2025-02-11,Milwaukee Bucks,Golden State Warriors,3.15,1.38
2025-02-11,Oklahoma City Thunder,New Orleans Pelicans,1.06,10.45
2025-02-11,Brooklyn Nets,Charlotte Hornets,1.5,2.68
2025-02-11,Miami Heat,Boston Celtics,3.52,1.33
2025-02-11,Cleveland Cavaliers,Minnesota Timberwolves,1.27,3.92
2025-02-11,Orlando Magic,Atlanta Hawks,1.44,2.9
2025-02-11,Washington Wizards,San Antonio Spurs,5.43,1.16
2025-02-09,Houston Rockets,Toronto Raptors,1.28,3.86
2025-02-09,Milwaukee Bucks,Philadelphia 76ers,2.42,1.6
2025-02-09,Detroit Pistons,Charlotte Hornets,1.15,5.74
2025-02-09,LA Clippers,Utah Jazz,1.06,10.37
2025-02-09,Sacramento Kings,New Orleans Pelicans,1.31,3.58
2025-02-09,Phoenix Suns,Denver Nuggets,2.97,1.42
2025-02-09,New York Knicks,Boston Celtics,2.28,1.66
2025-02-09,Chicago Bulls,Golden State Warriors,3.08,1.39
2025-02-09,Memphis Grizzlies,Oklahoma City Thunder,2.04,1.8
2025-02-09,Minnesota Timberwolves,Portland Trail Blazers,1.58,2.46
2025-02-09,Orlando Magic,San Antonio Spurs,1.7,2.2
2025-02-09,Washington Wizards,Atlanta Hawks,3.21,1.37
2025-02-08,Los Angeles Lakers,Indiana Pacers,2.53,1.54
2025-02-08,Dallas Mavericks,Houston Rockets,1.64,2.31
2025-02-08,Phoenix Suns,Utah Jazz,1.36,3.29
2025-02-08,Oklahoma City Thunder,Toronto Raptors,1.05,11.48
2025-02-08,Atlanta Hawks,Milwaukee Bucks,2.21,1.71
2025-02-08,Brooklyn Nets,Miami Heat,2.78,1.47
2025-02-08,Detroit Pistons,Philadelphia 76ers,2.73,1.48
2025-02-08,Charlotte Hornets,San Antonio Spurs,4.37,1.23
2025-02-08,Washington Wizards,Cleveland Cavaliers,10.54,1.06
2025-02-07,LA Clippers,Indiana Pacers,1.47,2.8
2025-02-07,Los Angeles Lakers,Golden State Warriors,1.53,2.65
2025-02-07,Portland Trail Blazers,Sacramento Kings,1.98,1.88
2025-02-07,Denver Nuggets,Orlando Magic,1.4,3.11
2025-02-07,Minnesota Timberwolves,Houston Rockets,1.87,1.98
2025-02-07,Boston Celtics,Dallas Mavericks,1.13,6.54
2025-02-06,Sacramento Kings,Orlando Magic,1.56,2.54
2025-02-06,Oklahoma City Thunder,Phoenix Suns,1.13,6.26
2025-02-06,Denver Nuggets,New Orleans Pelicans,1.18,5.15
2025-02-06,Utah Jazz,Golden State Warriors,3.12,1.38
2025-02-06,Minnesota Timberwolves,Chicago Bulls,1.18,5.31
2025-02-06,Brooklyn Nets,Washington Wizards,1.46,2.8
2025-02-06,Philadelphia 76ers,Miami Heat,1.8,2.07
2025-02-06,Toronto Raptors,Memphis Grizzlies,4.69,1.21
2025-02-06,Atlanta Hawks,San Antonio Spurs,2.51,1.56
2025-02-06,Charlotte Hornets,Milwaukee Bucks,5.06,1.19
2025-02-06,Detroit Pistons,Cleveland Cavaliers,2.36,1.62
2025-02-05,LA Clippers,Los Angeles Lakers,1.29,3.82
2025-02-05,Portland Trail Blazers,Indiana Pacers,2.76,1.48
2025-02-05,Chicago Bulls,Miami Heat,2.36,1.62
2025-02-05,Brooklyn Nets,Houston Rockets,4.19,1.25
2025-02-05,Cleveland Cavaliers,Boston Celtics,1.85,1.99
2025-02-05,Toronto Raptors,New York Knicks,2.82,1.45
2025-02-05,Philadelphia 76ers,Dallas Mavericks,1.56,2.49
2025-02-04,Golden State Warriors,Orlando Magic,1.61,2.39
2025-02-04,Portland Trail Blazers,Phoenix Suns,2.71,1.49
2025-02-04,Denver Nuggets,New Orleans Pelicans,1.24,4.29
2025-02-04,Utah Jazz,Indiana Pacers,3.06,1.4
2025-02-04,Memphis Grizzlies,San Antonio Spurs,1.63,2.36
2025-02-04,Minnesota Timberwolves,Sacramento Kings,1.52,2.61
2025-02-04,Oklahoma City Thunder,Milwaukee Bucks,1.05,11.29
2025-02-04,New York Knicks,Houston Rockets,1.36,3.28
2025-02-04,Charlotte Hornets,Washington Wizards,1.54,2.58
2025-02-04,Detroit Pistons,Atlanta Hawks,1.53,2.58
2025-02-03,Milwaukee Bucks,Memphis Grizzlies,1.59,2.47
2025-02-03,Philadelphia 76ers,Boston Celtics,5.72,1.15
2025-02-02,Cleveland Cavaliers,Dallas Mavericks,1.07,9.18
2025-02-02,Toronto Raptors,LA Clippers,2.78,1.47
2025-02-02,Detroit Pistons,Chicago Bulls,1.45,2.87
2025-02-02,Portland Trail Blazers,Phoenix Suns,2.51,1.55
2025-02-02,New York Knicks,Los Angeles Lakers,1.2,4.9
2025-02-02,San Antonio Spurs,Miami Heat,2.18,1.76
2025-02-02,Houston Rockets,Brooklyn Nets,1.12,6.59
2025-02-02,Minnesota Timberwolves,Washington Wizards,1.16,5.58
2025-02-02,Oklahoma City Thunder,Sacramento Kings,1.34,3.4
2025-02-02,Charlotte Hornets,Denver Nuggets,6.48,1.13
2025-02-01,Indiana Pacers,Atlanta Hawks,1.25,4.12
2025-02-01,Utah Jazz,Orlando Magic,2.44,1.59
2025-02-01,Golden State Warriors,Phoenix Suns,2.2,1.72
2025-02-01,New Orleans Pelicans,Boston Celtics,5.83,1.15
2025-02-01,San Antonio Spurs,Milwaukee Bucks,2.16,1.74
2025-02-01,Philadelphia 76ers,Denver Nuggets,4.17,1.25
2025-02-01,Toronto Raptors,Chicago Bulls,1.57,2.48
2025-02-01,Charlotte Hornets,LA Clippers,6.86,1.11
2025-02-01,Detroit Pistons,Dallas Mavericks,1.99,1.86
2025-01-31,Portland Trail Blazers,Orlando Magic,2.64,1.51
2025-01-31,Memphis Grizzlies,Houston Rockets,1.56,2.47
2025-01-31,Utah Jazz,Minnesota Timberwolves,2.94,1.42
2025-01-31,Cleveland Cavaliers,Atlanta Hawks,1.17,5.28
2025-01-31,Washington Wizards,Los Angeles Lakers,3.88,1.27
2025-01-30,Golden State Warriors,Oklahoma City Thunder,4.43,1.22
2025-01-30,Phoenix Suns,Minnesota Timberwolves,1.87,1.99
2025-01-30,New Orleans Pelicans,Dallas Mavericks,1.95,1.9
2025-01-30,San Antonio Spurs,LA Clippers,2.42,1.61
2025-01-30,Boston Celtics,Chicago Bulls,1.11,7.22
2025-01-30,Miami Heat,Cleveland Cavaliers,2.83,1.45
2025-01-30,New York Knicks,Denver Nuggets,1.71,2.22
2025-01-30,Philadelphia 76ers,Sacramento Kings,3.67,1.3
2025-01-30,Charlotte Hornets,Brooklyn Nets,1.82,2.04
2025-01-30,Indiana Pacers,Detroit Pistons,1.44,2.86
2025-01-30,Washington Wizards,Toronto Raptors,2.88,1.44
2025-01-29,Golden State Warriors,Utah Jazz,1.2,4.77
2025-01-29,Portland Trail Blazers,Milwaukee Bucks,2.84,1.45
2025-01-29,Atlanta Hawks,Houston Rockets,2.57,1.53
2025-01-29,Philadelphia 76ers,Los Angeles Lakers,2.61,1.52
2025-01-28,Phoenix Suns,LA Clippers,1.99,1.86
2025-01-28,Utah Jazz,Milwaukee Bucks,3.99,1.26
2025-01-28,Dallas Mavericks,Washington Wizards,1.12,6.71
2025-01-28,Chicago Bulls,Denver Nuggets,4.15,1.25
2025-01-28,Minnesota Timberwolves,Atlanta Hawks,1.2,4.85
2025-01-28,Boston Celtics,Houston Rockets,1.44,2.85
2025-01-28,Brooklyn Nets,Sacramento Kings,6.04,1.14
2025-01-28,Miami Heat,Orlando Magic,1.94,1.89
2025-01-28,New York Knicks,Memphis Grizzlies,1.6,2.4
2025-01-28,Toronto Raptors,New Orleans Pelicans,1.94,1.9
2025-01-28,Charlotte Hornets,Los Angeles Lakers,2.71,1.49
2025-01-28,Cleveland Cavaliers,Detroit Pistons,1.21,4.71
2025-01-27,Portland Trail Blazers,Oklahoma City Thunder,7.3,1.11
2025-01-26,LA Clippers,Milwaukee Bucks,1.62,2.38
2025-01-26,Phoenix Suns,Washington Wizards,1.1,7.67
2025-01-26,Golden State Warriors,Los Angeles Lakers,1.96,1.88
2025-01-26,Chicago Bulls,Philadelphia 76ers,1.62,2.36
2025-01-26,Memphis Grizzlies,Utah Jazz,1.2,4.82
2025-01-26,Atlanta Hawks,Toronto Raptors,1.45,2.85
2025-01-26,Cleveland Cavaliers,Houston Rockets,1.55,2.54
2025-01-26,New York Knicks,Sacramento Kings,1.53,2.58
2025-01-26,Charlotte Hornets,New Orleans Pelicans,2.06,1.79
2025-01-26,Orlando Magic,Detroit Pistons,1.64,2.32
2025-01-26,Brooklyn Nets,Miami Heat,3.33,1.34
2025-01-25,Dallas Mavericks,Boston Celtics,3.96,1.27
2025-01-25,Minnesota Timberwolves,Denver Nuggets,2.44,1.58
2025-01-25,San Antonio Spurs,Indiana Pacers,2.2,1.71
2025-01-25,Memphis Grizzlies,New Orleans Pelicans,1.22,4.32
2025-01-25,Charlotte Hornets,Portland Trail Blazers,1.97,1.89
2025-01-25,Philadelphia 76ers,Cleveland Cavaliers,4.48,1.23
2025-01-24,LA Clippers,Washington Wizards,1.09,8.0
2025-01-24,Golden State Warriors,Chicago Bulls,1.58,2.46
2025-01-24,Los Angeles Lakers,Boston Celtics,2.96,1.42
2025-01-24,Denver Nuggets,Sacramento Kings,1.33,3.45
2025-01-24,Milwaukee Bucks,Miami Heat,1.4,3.04
2025-01-24,Oklahoma City Thunder,Dallas Mavericks,1.16,5.59
2025-01-24,Atlanta Hawks,Toronto Raptors,1.48,2.73
2025-01-24,Orlando Magic,Portland Trail Blazers,1.38,3.15
2025-01-23,Indiana Pacers,San Antonio Spurs,1.71,2.21
2025-01-23,LA Clippers,Boston Celtics,5.98,1.14
2025-01-23,Sacramento Kings,Golden State Warriors,1.33,3.43
2025-01-23,Houston Rockets,Cleveland Cavaliers,2.02,1.83
2025-01-23,Memphis Grizzlies,Charlotte Hornets,1.16,5.69
2025-01-23,Oklahoma City Thunder,Utah Jazz,1.07,9.52
2025-01-23,Atlanta Hawks,Detroit Pistons,1.57,2.46
2025-01-23,Brooklyn Nets,Phoenix Suns,6.4,1.13
2025-01-23,Dallas Mavericks,Minnesota Timberwolves,2.4,1.6
2025-01-22,Los Angeles Lakers,Washington Wizards,1.11,6.89
2025-01-22,Denver Nuggets,Philadelphia 76ers,1.15,5.8
2025-01-22,Brooklyn Nets,New York Knicks,5.89,1.15
2025-01-22,Miami Heat,Portland Trail Blazers,1.25,4.14
2025-01-22,Toronto Raptors,Orlando Magic,1.97,1.87
2025-01-21,LA Clippers,Chicago Bulls,1.41,3.01
2025-01-21,New Orleans Pelicans,Utah Jazz,1.17,5.32
2025-01-20,Golden State Warriors,Boston Celtics,4.26,1.24
2025-01-20,Cleveland Cavaliers,Phoenix Suns,1.33,3.45
2025-01-20,New York Knicks,Atlanta Hawks,1.34,3.41
2025-01-20,Memphis Grizzlies,Minnesota Timberwolves,1.48,2.76
2025-01-20,Houston Rockets,Detroit Pistons,1.32,3.49
2025-01-20,Charlotte Hornets,Dallas Mavericks,2.51,1.55
2025-01-20,LA Clippers,Los Angeles Lakers,1.55,2.52
2025-01-20,Portland Trail Blazers,Chicago Bulls,2.6,1.52
2025-01-20,Sacramento Kings,Washington Wizards,1.05,11.1
2025-01-20,Milwaukee Bucks,Philadelphia 76ers,1.12,6.64
2025-01-20,Oklahoma City Thunder,Brooklyn Nets,1.06,10.02
2025-01-20,Orlando Magic,Denver Nuggets,3.43,1.33
2025-01-19,Miami Heat,San Antonio Spurs,1.65,2.3
2025-01-19,Portland Trail Blazers,Houston Rockets,4.92,1.19
2025-01-19,Minnesota Timberwolves,Cleveland Cavaliers,2.68,1.5
2025-01-19,Golden State Warriors,Washington Wizards,1.11,7.22
2025-01-19,Boston Celtics,Atlanta Hawks,1.23,4.35
2025-01-19,Indiana Pacers,Philadelphia 76ers,1.22,4.51
2025-01-18,Detroit Pistons,Phoenix Suns,1.95,1.91
2025-01-18,Los Angeles Lakers,Brooklyn Nets,1.22,4.64
2025-01-18,San Antonio Spurs,Memphis Grizzlies,1.82,2.03
2025-01-18,Dallas Mavericks,Oklahoma City Thunder,2.26,1.68
2025-01-18,Chicago Bulls,Charlotte Hornets,1.55,2.55
2025-01-18,Miami Heat,Denver Nuggets,2.26,1.68
2025-01-18,Milwaukee Bucks,Toronto Raptors,1.17,5.33
2025-01-18,New Orleans Pelicans,Utah Jazz,1.16,5.54
2025-01-18,New York Knicks,Minnesota Timberwolves,1.67,2.27
2025-01-18,Boston Celtics,Orlando Magic,1.09,8.05
2025-01-17,Portland Trail Blazers,LA Clippers,3.32,1.36
2025-01-17,Sacramento Kings,Houston Rockets,1.52,2.64
2025-01-17,Oklahoma City Thunder,Cleveland Cavaliers,1.7,2.22
2025-01-17,Detroit Pistons,Indiana Pacers,2.1,1.78
2025-01-17,Washington Wizards,Phoenix Suns,5.82,1.15
2025-01-16,LA Clippers,Brooklyn Nets,1.09,7.86
2025-01-16,Los Angeles Lakers,Miami Heat,1.55,2.54
2025-01-16,Minnesota Timberwolves,Golden State Warriors,1.38,3.14
2025-01-16,Denver Nuggets,Houston Rockets,2.73,1.49
2025-01-16,Utah Jazz,Charlotte Hornets,2.84,1.45
2025-01-16,Chicago Bulls,Atlanta Hawks,1.42,2.94
2025-01-16,Milwaukee Bucks,Orlando Magic,1.4,3.07
2025-01-16,New Orleans Pelicans,Dallas Mavericks,1.87,1.97
2025-01-16,San Antonio Spurs,Memphis Grizzlies,2.2,1.71
2025-01-16,Toronto Raptors,Boston Celtics,7.64,1.1
2025-01-16,Philadelphia 76ers,New York Knicks,2.77,1.47
2025-01-15,Portland Trail Blazers,Brooklyn Nets,1.58,2.45
2025-01-15,Dallas Mavericks,Denver Nuggets,2.18,1.72
2025-01-15,Chicago Bulls,New Orleans Pelicans,1.8,2.06
2025-01-15,Milwaukee Bucks,Sacramento Kings,1.77,2.09
2025-01-15,Atlanta Hawks,Phoenix Suns,2.12,1.76
2025-01-15,Indiana Pacers,Cleveland Cavaliers,3.65,1.3
2025-01-15,Philadelphia 76ers,Oklahoma City Thunder,9.53,1.07
2025-01-14,LA Clippers,Miami Heat,1.3,3.64
2025-01-14,Los Angeles Lakers,San Antonio Spurs,1.55,2.54
2025-01-14,Houston Rockets,Memphis Grizzlies,1.7,2.19
2025-01-14,New York Knicks,Detroit Pistons,1.31,3.64
2025-01-14,Toronto Raptors,Golden State Warriors,2.81,1.46
2025-01-14,Washington Wizards,Minnesota Timberwolves,7.9,1.09
2025-01-13,Phoenix Suns,Charlotte Hornets,1.35,3.28
2025-01-13,Utah Jazz,Brooklyn Nets,1.64,2.32
2025-01-13,Boston Celtics,New Orleans Pelicans,1.08,8.29
2025-01-13,Cleveland Cavaliers,Indiana Pacers,1.25,4.17
2025-01-13,Orlando Magic,Philadelphia 76ers,1.83,2.04
2025-01-13,Washington Wizards,Oklahoma City Thunder,9.48,1.07
2025-01-12,Chicago Bulls,Sacramento Kings,2.67,1.5
2025-01-12,Dallas Mavericks,Denver Nuggets,2.96,1.42
2025-01-12,New York Knicks,Milwaukee Bucks,1.51,2.65
2025-01-12,Portland Trail Blazers,Miami Heat,2.58,1.53
2025-01-12,Minnesota Timberwolves,Memphis Grizzlies,1.79,2.07
2025-01-12,Detroit Pistons,Toronto Raptors,1.48,2.72
2025-01-11,Phoenix Suns,Utah Jazz,1.18,5.23
2025-01-11,Denver Nuggets,Brooklyn Nets,1.09,8.22
2025-01-11,Chicago Bulls,Washington Wizards,1.2,4.88
2025-01-11,Boston Celtics,Sacramento Kings,1.15,5.77
2025-01-11,New York Knicks,Oklahoma City Thunder,2.24,1.68
2025-01-11,Indiana Pacers,Golden State Warriors,1.19,4.97
2025-01-11,Orlando Magic,Milwaukee Bucks,2.95,1.42
2025-01-11,Philadelphia 76ers,New Orleans Pelicans,1.36,3.25
2025-01-10,Phoenix Suns,Atlanta Hawks,1.42,2.98
2025-01-10,Utah Jazz,Miami Heat,2.78,1.46
2025-01-10,Memphis Grizzlies,Houston Rockets,1.71,2.2
2025-01-10,Dallas Mavericks,Portland Trail Blazers,1.33,3.45
2025-01-10,Cleveland Cavaliers,Toronto Raptors,1.1,7.55
2025-01-10,Detroit Pistons,Golden State Warriors,2.22,1.7
2025-01-10,Orlando Magic,Minnesota Timberwolves,2.83,1.45
2025-01-09,Milwaukee Bucks,San Antonio Spurs,1.53,2.58
2025-01-09,Denver Nuggets,LA Clippers,2.5,1.56
2025-01-09,New Orleans Pelicans,Portland Trail Blazers,1.79,2.06
2025-01-09,Brooklyn Nets,Detroit Pistons,4.17,1.24
2025-01-09,New York Knicks,Toronto Raptors,1.14,6.19
2025-01-09,Cleveland Cavaliers,Oklahoma City Thunder,1.68,2.25
2025-01-09,Indiana Pacers,Chicago Bulls,1.49,2.72
2025-01-09,Philadelphia 76ers,Washington Wizards,1.21,4.61
2025-01-08,Denver Nuggets,Boston Celtics,4.32,1.23
2025-01-08,Golden State Warriors,Miami Heat,1.26,4.04
2025-01-08,Utah Jazz,Atlanta Hawks,2.81,1.46
2025-01-08,New Orleans Pelicans,Minnesota Timberwolves,2.46,1.58
2025-01-08,Dallas Mavericks,Los Angeles Lakers,3.05,1.41
2025-01-08,Charlotte Hornets,Phoenix Suns,2.67,1.5
2025-01-08,Washington Wizards,Houston Rockets,7.16,1.11
2025-01-07,Sacramento Kings,Miami Heat,1.58,2.46
2025-01-07,Chicago Bulls,San Antonio Spurs,2.23,1.69
2025-01-07,Memphis Grizzlies,Dallas Mavericks,1.55,2.54
2025-01-07,Minnesota Timberwolves,LA Clippers,1.73,2.17
2025-01-07,Brooklyn Nets,Indiana Pacers,5.24,1.18
2025-01-07,New York Knicks,Orlando Magic,1.17,5.28
2025-01-07,Toronto Raptors,Milwaukee Bucks,3.01,1.42
2025-01-07,Detroit Pistons,Portland Trail Blazers,1.4,3.03
2025-01-07,Philadelphia 76ers,Phoenix Suns,2.08,1.78
2025-01-06,Golden State Warriors,Sacramento Kings,1.63,2.35
2025-01-06,Houston Rockets,Los Angeles Lakers,1.55,2.51
2025-01-06,Orlando Magic,Utah Jazz,1.26,3.99
2025-01-06,Cleveland Cavaliers,Charlotte Hornets,1.07,9.63
2025-01-06,Washington Wizards,New Orleans Pelicans,2.92,1.43
2025-01-05,Oklahoma City Thunder,Boston Celtics,1.93,1.92
2025-01-05,LA Clippers,Atlanta Hawks,1.36,3.28
2025-01-05,Golden State Warriors,Memphis Grizzlies,1.66,2.29
2025-01-05,Chicago Bulls,New York Knicks,2.85,1.44
2025-01-05,Miami Heat,Utah Jazz,1.27,3.93
2025-01-05,Milwaukee Bucks,Portland Trail Blazers,1.14,6.1
2025-01-05,San Antonio Spurs,Denver Nuggets,2.29,1.66
2025-01-05,Detroit Pistons,Minnesota Timberwolves,3.12,1.39
2025-01-05,Indiana Pacers,Phoenix Suns,1.68,2.24
2025-01-05,Brooklyn Nets,Philadelphia 76ers,4.15,1.25
2025-01-04,Los Angeles Lakers,Atlanta Hawks,1.72,2.19
2025-01-04,Sacramento Kings,Memphis Grizzlies,1.64,2.32
2025-01-04,Denver Nuggets,San Antonio Spurs,1.43,2.92
2025-01-04,Dallas Mavericks,Cleveland Cavaliers,4.32,1.23
