GAME_ID,odds_home,odds_away
0022401093,2.53,1.55
0022401092,4.28,1.23
0022401089,1.56,2.49
0022401097,1.44,2.84
0022401099,1.58,2.43
0022401102,1.79,2.08
0022401101,1.37,3.15
0022401098,1.11,6.86
0022400988,2.7,1.49
0022401100,2.43,1.58
0022401106,1.2,4.76
0022401103,1.19,4.84
0022401109,1.61,2.37
0022401110,1.72,2.18
0022401107,1.07,9.01
0022401111,1.04,12.32
0022401104,1.08,8.24
0022401108,1.12,6.58
0022401105,6.66,1.11
0022401117,1.87,1.97
0022401114,2.76,1.46
0022401113,7.16,1.1
0022401115,5.58,1.15
0022401116,2.58,1.52
0022401112,9.08,1.07
0022401120,1.08,7.85
0022401122,1.39,3.09
0022401125,1.68,2.26
0022401123,2.89,1.43
0022401127,1.15,5.68
0022401126,1.08,8.86
0022401119,1.05,10.87
0022401124,6.25,1.13
0022401121,4.64,1.2
0022401118,5.28,1.17
0022401128,2.06,1.81
0022401131,1.95,1.91
0022401130,9.29,1.07
0022401129,2.11,1.78
0022401136,1.11,6.83
0022401137,1.05,11.8
0022401138,1.24,4.21
0022400617,2.98,1.41
0022401142,1.41,3.01
0022401143,1.46,2.78
0022401134,2.17,1.73
0022401140,1.24,4.11
0022401139,1.61,2.4
0022401135,1.26,4.01
0022401133,3.94,1.27
0022401145,1.14,5.75
0022401144,1.44,2.8
0022401147,1.08,7.75
0022401155,1.12,6.34
0022401152,2.87,1.43
0022401150,1.8,2.04
0022401151,2.14,1.74
0022401149,1.5,2.64
0022401148,1.03,12.23
0022401154,4.38,1.23
0022401153,1.25,4.02
0022401146,7.62,1.08
0022401160,2.13,1.75
0022401159,2.61,1.51
0022401163,1.06,10.18
0022401166,1.19,4.75
0022401156,1.29,3.65
0022401164,3.31,1.35
0022401165,2.58,1.53
0022401158,1.18,5.06
0022401162,3.12,1.38
0022401157,2.23,1.68
0022401161,1.07,8.9
0022401169,6.81,1.11
0022401168,1.22,4.39
0022401170,2.14,1.75
0022401167,1.6,2.39
0022401174,1.03,13.54
0022401177,8.13,1.09
0022401176,1.11,7.19
0022401178,1.17,5.26
0022401180,1.34,3.34
0022401185,1.11,6.95
0022401179,1.03,15.66
0022401175,1.66,2.28
0022401172,1.62,2.34
0022401173,5.45,1.16
0022401182,1.49,2.72
0022401183,8.17,1.08
0022401184,3.22,1.37
0022401181,4.06,1.26
0022401171,1.54,2.53
0022401186,2.34,1.63
0022401189,3.11,1.39
0022401196,6.14,1.13
0022401198,1.6,2.41
0022401193,2.99,1.42
0022401190,1.28,3.79
0022401192,4.07,1.25
0022401195,1.02,18.19
0022401188,2.65,1.51
0022401191,3.79,1.28
0022401199,1.44,2.88
0022401200,1.11,7.24
0022401197,1.55,2.54
0022401194,2.09,1.77
