name,firstName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,lastName
Marcos Senesi,,marcos-senesi,M. Senesi,D,5,4999,M,,830659,"{'nameTranslation': {'ar': 'ماركوس سينيسي', 'hi': 'मार्कोस सेनेसी', 'bn': 'মার্কোস সেনেসি'}, 'shortNameTranslation': {'ar': 'م. سينيسي', 'hi': 'एम. सेनेसी', 'bn': 'এম. সেনেসি'}}",39.703260869565,65.290217391304,92,home,
Neto,,neto,Neto,G,22,5304,M,Neto_Murara,84844,"{'nameTranslation': {'ar': 'نيتو', 'hi': 'नेटो', 'bn': 'নেটো'}, 'shortNameTranslation': {'ar': 'نيتو', 'hi': 'नेटो', 'bn': 'নেটো'}}",9.587037037037,50.692592592593,54,home,
Antoine Semenyo,,antoine-semenyo,A. Semenyo,M,24,33799,M,antoinesemenyo42,934354,"{'nameTranslation': {'ar': 'أنطوان سيمينيو', 'hi': 'एंटोनी सेमेन्यो', 'bn': 'অ্যান্টোইন সেমেনিও'}, 'shortNameTranslation': {'ar': 'أ. سيمينيو', 'hi': 'ए. सेमेन्यो', 'bn': 'এ. সেমেনিও'}}",62.522916666667,28.820833333333,48,home,
Marcus Tavernier,,marcus-tavernier,M. Tavernier,M,16,1676,M,,895576,"{'nameTranslation': {'ar': 'ماركوس تافيرنييه', 'hi': 'मार्कस टैवर्नियर', 'bn': 'মার্কাস ট্যাভার্নিয়ার'}, 'shortNameTranslation': {'ar': 'م. تافيرنييه', 'hi': 'एम. टैवर्नियर', 'bn': 'এম. ট্যাভার্নিয়ার'}}",62.686111111111,70.020833333333,72,home,
Lewis Cook,,lewis-cook,L. Cook,M,4,837,M,,548188,"{'nameTranslation': {'ar': 'لويس كوك', 'hi': 'लुईस कुक', 'bn': 'লুইস কুক'}, 'shortNameTranslation': {'ar': 'ل. كوك', 'hi': 'एल. कुक', 'bn': 'এল. কুক'}}",50.710526315789,59.307894736842,76,home,
Valentino Livramento,,valentino-livramento,V. Livramento,D,21,4844,M,,980634,"{'nameTranslation': {'ar': 'فالنتينو ليفرامينتو', 'hi': 'वैलेंटिनो लिवरामेंटो', 'bn': 'ভ্যালেন্টিনো লিভরামেন্টো'}, 'shortNameTranslation': {'ar': 'ف. ليفرامينتو', 'hi': 'वी. लिवरामेंटो', 'bn': 'ভি. লিভরামেন্টো'}}",43.221428571429,50.039285714286,28,away,
Miguel Almirón,,miguel-almiron,M. Almirón,M,10,8455,M,miguel_almiron,333373,"{'nameTranslation': {'ar': 'ميغيل ألميرون', 'hi': 'मिगुएल अल्मिरोन', 'bn': 'মিগুয়েল আলমিরন'}, 'shortNameTranslation': {'ar': 'م. ألميرون', 'hi': 'एम. अल्मिरोन', 'bn': 'এম. আলমিরন'}}",56.67619047619,34.780952380952,21,away,
Lewis Miley,Lewis Miley,lewis-miley,L. Miley,M,67,3070,M,,1400650,"{'nameTranslation': {'ar': 'لويس مايلي', 'hi': 'लुईस माइली', 'bn': 'লুইস মাইলি'}, 'shortNameTranslation': {'ar': 'ل. مايلي', 'hi': 'एल. माइली', 'bn': 'এল. মাইলি'}}",38.869696969697,56.995454545455,66,away,
Sean Longstaff,,sean-longstaff,S. Longstaff,M,8,1640,M,,866191,"{'nameTranslation': {'ar': 'شون لونغستاف', 'hi': 'सीन लॉन्गस्टाफ़', 'bn': 'শন লংস্টাফ'}, 'shortNameTranslation': {'ar': 'ش. لونغستاف', 'hi': 'एस. लॉन्गस्टाफ़', 'bn': 'এস. লংস্টাফ'}}",49.835593220339,39.725423728814,59,away,
Matt Ritchie,,matt-ritchie,M. Ritchie,M,30,305,M,,42699,"{'nameTranslation': {'ar': 'مات ريتشي', 'hi': 'मैट रिची', 'bn': 'ম্যাট রিচি'}, 'shortNameTranslation': {'ar': 'م. ريتشي', 'hi': 'एम. रिची', 'bn': 'এম. রিচি'}}",47.46511627907,23.03023255814,43,away,
Nick Pope,,nick-pope,N. Pope,G,1,4568,M,npope29,162653,"{'nameTranslation': {'ar': 'نيك بوب', 'hi': 'निक पोप', 'bn': 'নিক পোপ'}, 'shortNameTranslation': {'ar': 'ن. بوب', 'hi': 'एन. पोप', 'bn': 'এন. পোপ'}}",7.9377358490566,47.439622641509,53,away,
Lewis Hall,Lewis Hall,lewis-hall,L. Hall,D,3,4014,M,lewishall_10,1136730,"{'nameTranslation': {'ar': 'لويس هال', 'hi': 'लुईस हॉल', 'bn': 'লুইস হল'}, 'shortNameTranslation': {'ar': 'ل. هال', 'hi': 'एल. हॉल', 'bn': 'এল. হল'}}",40.901960784314,81.107843137255,51,away,
Anthony Gordon,,gordon-anthony,A. Gordon,F,10,15531,M,AGordon,914902,"{'nameTranslation': {'ar': 'غوردون، أنتوني', 'hi': 'गॉर्डन, एंथनी', 'bn': 'গর্ডন, অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'hi': 'ए. गॉर्डन', 'bn': 'এ. গর্ডন'}}",58.878846153846,72.988461538462,52,away,
Ben Parkinson,Ben Parkinson,parkinson-ben,B. Parkinson,F,40,117,M,,1409087,"{'nameTranslation': {'ar': 'باركنسون، بن', 'hi': 'पार्किंसन, बेन', 'bn': 'পারকিনসন, বেন'}, 'shortNameTranslation': {'ar': 'ب. باركنسون', 'hi': 'बी. पार्किंसन', 'bn': 'বি. পার্কিনসন'}}",53.75,51.8,8,away,
Fabian Schär,,fabian-schar,F. Schär,D,5,3205,M,,101882,"{'nameTranslation': {'ar': 'فابيان شار', 'hi': 'फेबियन शार', 'bn': 'ফ্যাবিয়ান শার'}, 'shortNameTranslation': {'ar': 'ف. شار', 'hi': 'एफ. शार', 'bn': 'এফ. শার'}}",34.914285714286,66.691428571429,70,away,
Kieran Trippier,,kieran-trippier,K. Trippier,D,2,8611,M,ktrippier2,69256,"{'nameTranslation': {'ar': 'كيران تريبيير', 'hi': 'किरन ट्रिप्पियर', 'bn': 'কাইরান ট্রিপিয়ার'}, 'shortNameTranslation': {'ar': 'ك. تريبيير', 'hi': 'के.ट्रिप्पियर', 'bn': 'কে. ট্রিপিয়ার'}}",42.06320754717,33.865094339623,106,away,
Joe Willock,,joe-willock,J. Willock,M,28,2544,M,,888550,"{'nameTranslation': {'ar': 'جو ويلوك', 'hi': 'जो विलॉक', 'bn': 'জো উইলক'}, 'shortNameTranslation': {'ar': 'ج. ويلوك', 'hi': 'जे. विलॉक', 'bn': 'জে. উইলক'}}",49.545454545455,66.222727272727,66,away,
Emil Krafth,,emil-krafth,E. Krafth,D,17,946,M,,150396,"{'nameTranslation': {'ar': 'إميل كرافث', 'hi': 'एमिल क्राफ्ट', 'bn': 'এমিল ক্রাফট'}, 'shortNameTranslation': {'ar': 'إ. كرافث', 'hi': 'ई. क्राफ्ट', 'bn': 'ই. ক্রাফট'}}",22.9,14.7,1,away,
Jamaal Lascelles,,jamaal-lascelles,J. Lascelles,D,6,970,M,,153444,"{'nameTranslation': {'ar': 'جمال لاسيلس', 'hi': 'जमाल लास्केल्स', 'bn': 'জামাল ল্যাস্কেলস'}, 'shortNameTranslation': {'ar': 'ج. لاسيلس', 'hi': 'जे. लास्केल्स', 'bn': 'জে. ল্যাস্কেলস'}}",32.163736263736,30.625274725275,91,away,
Joelinton,,joelinton,Joelinton,M,7,9814,M,joelinton34,560128,"{'nameTranslation': {'ar': 'جويلينتون', 'hi': 'जोलिंटन', 'bn': 'জোলিন্টন'}, 'shortNameTranslation': {'ar': 'جولينتون', 'hi': 'जोएलिंटन', 'bn': 'জোলিন্টন'}}",51.837313432836,58.019402985075,67,away,
