Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,player_id
2023-11-11,Sat,Premier League,Matchweek 12,Away,L 0–1,Luton Town,Manchester Utd,Y,GK,90,4,1,3,75.0,0,1.5,0,0,0,0,3,17,17.6,21,3,42.9,35.4,12,66.7,44.7,28,1,3.6,0,4.3,Match Report,1caa93a5
2023-11-15,Wed,Friendlies (M),Friendlies (M),Home,W 1–0,be Belgium,rs Serbia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2023-11-19,Sun,UEFA Euro Qualifying,Group stage,Home,W 5–0,be Belgium,az Azerbaijan,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2023-11-25,Sat,Premier League,Matchweek 13,Home,W 2–1,Luton Town,Crystal Palace,Y,GK,90,8,1,7,87.5,0,1.5,0,0,0,0,6,26,23.1,33,3,54.5,42.1,8,100.0,65.1,19,0,0.0,2,21.0,Match Report,1caa93a5
2023-12-02,Sat,Premier League,Matchweek 14,Away,L 1–3,Luton Town,Brentford,Y,GK,90,6,3,3,50.0,0,2.6,0,0,0,0,10,25,40.0,27,7,55.6,37.6,13,76.9,46.7,24,1,4.2,1,17.5,Match Report,1caa93a5
2023-12-05,Tue,Premier League,Matchweek 15,Home,L 3–4,Luton Town,Arsenal,Y,GK,90,9,4,5,55.6,0,3.8,0,0,0,0,13,38,34.2,37,1,83.8,49.5,8,87.5,59.1,20,0,0.0,3,22.0,Match Report,1caa93a5
2023-12-10,Sun,Premier League,Matchweek 16,Home,L 1–2,Luton Town,Manchester City,Y,GK,90,6,2,4,66.7,0,1.2,0,0,0,0,5,22,22.7,32,3,50.0,46.1,11,54.5,45.4,7,0,0.0,0,14.5,Match Report,1caa93a5
2023-12-23,Sat,Premier League,Matchweek 18,Home,W 1–0,Luton Town,Newcastle Utd,Y,GK,90,2,0,2,100.0,1,0.3,0,0,0,0,7,27,25.9,23,0,73.9,52.3,11,90.9,62.0,18,0,0.0,1,22.0,Match Report,1caa93a5
2023-12-26,Tue,Premier League,Matchweek 19,Away,W 3–2,Luton Town,Sheffield Utd,Y,GK,90,4,2,2,50.0,0,2.6,0,0,0,0,4,12,33.3,26,4,26.9,31.4,9,55.6,42.9,20,3,15.0,1,14.0,Match Report,1caa93a5
2023-12-30,Sat,Premier League,Matchweek 20,Home,L 2–3,Luton Town,Chelsea,Y,GK,90,8,3,5,62.5,0,3.1,0,0,0,0,3,9,33.3,36,5,25.0,30.2,4,0.0,15.3,1,0,0.0,3,22.5,Match Report,1caa93a5
2024-01-07,Sun,FA Cup,Third round proper,Home,D 0–0,Luton Town,Bolton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-01-12,Fri,Premier League,Matchweek 21,Away,D 1–1,Luton Town,Burnley,Y,GK,90,7,1,6,85.7,0,1.4,0,0,0,0,2,10,20.0,30,5,33.3,33.1,9,0.0,21.0,8,0,0.0,1,19.5,Match Report,1caa93a5
2024-01-16,Tue,FA Cup,Third round proper,Away,W 2–1,Luton Town,Bolton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-01-27,Sat,FA Cup,Fourth round proper,Away,W 2–1,Luton Town,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-01-30,Tue,Premier League,Matchweek 22,Home,W 4–0,Luton Town,Brighton,Y,GK,90,2,0,2,100.0,1,0.7,0,0,0,0,7,29,24.1,42,8,59.5,41.1,6,66.7,44.2,5,0,0.0,3,24.0,Match Report,1caa93a5
2024-02-03,Sat,Premier League,Matchweek 23,Away,D 4–4,Luton Town,Newcastle Utd,Y,GK,90,6,4,2,33.3,0,2.7,0,0,0,0,7,20,35.0,35,5,45.7,35.8,10,40.0,30.7,23,1,4.3,3,18.0,Match Report,1caa93a5
2024-02-10,Sat,Premier League,Matchweek 24,Home,L 1–3,Luton Town,Sheffield Utd,Y,GK,90,3,3,0,33.3,0,2.5,1,1,0,0,1,3,33.3,27,2,11.1,23.5,7,0.0,15.1,11,1,9.1,4,24.3,Match Report,1caa93a5
2024-02-18,Sun,Premier League,Matchweek 25,Home,L 1–2,Luton Town,Manchester Utd,Y,GK,90,8,2,6,75.0,0,1.7,0,0,0,0,3,7,42.9,40,7,17.5,23.4,4,0.0,15.3,11,0,0.0,9,21.8,Match Report,1caa93a5
2024-02-21,Wed,Premier League,Matchweek 26,Away,L 1–4,Luton Town,Liverpool,Y,GK,90,13,4,9,69.2,0,3.0,0,0,0,0,5,19,26.3,34,2,44.1,37.4,9,44.4,33.4,16,0,0.0,2,16.7,Match Report,1caa93a5
2024-03-02,Sat,Premier League,Matchweek 27,Home,L 2–3,Luton Town,Aston Villa,Y,GK,90,8,3,5,62.5,0,2.5,0,0,0,0,2,8,25.0,22,5,27.3,31.2,5,40.0,36.8,12,1,8.3,2,18.3,Match Report,1caa93a5
2024-03-09,Sat,Premier League,Matchweek 28,Away,D 1–1,Luton Town,Crystal Palace,Y,GK,90,4,1,3,75.0,0,1.6,0,0,0,0,10,27,37.0,43,6,51.2,37.2,12,41.7,33.3,16,0,0.0,1,17.5,Match Report,1caa93a5
2024-03-13,Wed,Premier League,Matchweek 17,Away,L 3–4,Luton Town,Bournemouth,Y,GK,90,9,4,5,55.6,0,2.9,0,0,0,0,5,30,16.7,36,3,58.3,40.8,12,75.0,54.3,27,0,0.0,4,25.3,Match Report,1caa93a5
2024-03-16,Sat,Premier League,Matchweek 29,Home,D 1–1,Luton Town,Nott'ham Forest,Y,GK,90,3,1,2,66.7,0,1.0,0,0,0,0,8,23,34.8,46,3,41.3,35.8,8,50.0,39.0,15,0,0.0,2,28.5,Match Report,1caa93a5
2024-03-23,Sat,Friendlies (M),Friendlies (M),Away,D 0–0,be Belgium,ie Rep. of Ireland,N,,8,,,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,1caa93a5
2024-03-26,Tue,Friendlies (M),Friendlies (M),Away,D 2–2,be Belgium,eng England,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-03-30,Sat,Premier League,Matchweek 30,Away,L 1–2,Luton Town,Tottenham,Y,GK,90,2,2,1,0.0,0,0.2,0,0,0,0,11,30,36.7,31,3,74.2,45.2,10,70.0,49.2,9,0,0.0,0,9.3,Match Report,1caa93a5
2024-04-03,Wed,Premier League,Matchweek 31,Away,L 0–2,Luton Town,Arsenal,Y,GK,90,4,2,3,50.0,0,1.0,0,0,0,0,12,26,46.2,37,2,56.8,40.4,7,71.4,50.0,1,0,0.0,0,6.7,Match Report,1caa93a5
2024-04-06,Sat,Premier League,Matchweek 32,Home,W 2–1,Luton Town,Bournemouth,Y,GK,90,1,1,0,0.0,0,0.3,0,0,0,0,15,25,60.0,23,2,73.9,54.0,8,100.0,69.1,6,0,0.0,1,25.0,Match Report,1caa93a5
2024-04-13,Sat,Premier League,Matchweek 33,Away,L 1–5,Luton Town,Manchester City,Y,GK,90,13,5,9,69.2,0,3.8,1,1,0,0,9,21,42.9,24,3,54.2,41.1,16,50.0,43.0,18,0,0.0,1,31.0,Match Report,1caa93a5
2024-04-20,Sat,Premier League,Matchweek 34,Home,L 1–5,Luton Town,Brentford,Y,GK,90,9,5,4,44.4,0,5.1,0,0,0,0,9,22,40.9,26,4,53.8,39.6,14,57.1,43.8,21,0,0.0,3,39.8,Match Report,1caa93a5
2024-04-27,Sat,Premier League,Matchweek 35,Away,L 1–2,Luton Town,Wolves,Y,GK,90,5,2,3,60.0,0,0.9,0,0,0,0,2,10,20.0,33,4,24.2,28.1,5,40.0,33.4,11,0,0.0,9,27.3,Match Report,1caa93a5
2024-05-03,Fri,Premier League,Matchweek 36,Home,D 1–1,Luton Town,Everton,Y,GK,90,3,1,2,100.0,0,1.6,1,1,0,0,4,12,33.3,27,4,44.4,36.3,3,0.0,12.3,15,1,6.7,1,20.7,Match Report,1caa93a5
2024-05-11,Sat,Premier League,Matchweek 37,Away,L 1–3,Luton Town,West Ham,Y,GK,90,8,3,5,62.5,0,3.1,0,0,0,0,7,24,29.2,27,6,55.6,39.9,9,100.0,63.1,17,0,0.0,0,1.0,Match Report,1caa93a5
2024-05-19,Sun,Premier League,Matchweek 38,Home,L 2–4,Luton Town,Fulham,Y,GK,75,6,4,2,33.3,,1.7,,,,,5,7,71.4,20,4,30.0,34.2,5,20.0,21.2,8,,,4,39.8,Match Report,1caa93a5
2024-06-05,Wed,Friendlies (M),Friendlies (M),Home,W 2–0,be Belgium,me Montenegro,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-06-08,Sat,Friendlies (M),Friendlies (M),Home,W 3–0,be Belgium,lu Luxembourg,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-06-17,Mon,UEFA Euro,Group stage,Neutral,L 0–1,be Belgium,sk Slovakia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-06-22,Sat,UEFA Euro,Group stage,Neutral,W 2–0,be Belgium,ro Romania,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
2024-06-26,Wed,UEFA Euro,Group stage,Neutral,D 0–0,be Belgium,ua Ukraine,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,1caa93a5
