strategy,bet_num,bankroll
E. Prop. Edge (50%) | Edge 15%,33,199710.90000000002
E. Prop. Edge (50%) | Edge 15%,34,182152.90000000002
E. Prop. Edge (50%) | Edge 15%,35,160533.90000000002
E. Prop. Edge (50%) | Edge 15%,36,145643.90000000002
E. Prop. Edge (50%) | Edge 15%,37,188199.50000000003
E. Prop. Edge (50%) | Edge 15%,38,156364.50000000003
E. Prop. Edge (50%) | Edge 15%,39,232531.50000000003
E. Prop. Edge (50%) | Edge 15%,40,198010.50000000003
E. Prop. Edge (50%) | Edge 15%,41,173577.50000000003
E. Prop. Edge (50%) | Edge 15%,42,148508.50000000003
E. Prop. Edge (50%) | Edge 15%,43,118806.50000000003
E. Prop. Edge (50%) | Edge 15%,44,97432.50000000003
E. Prop. Edge (50%) | Edge 15%,45,82363.50000000003
E. Prop. Edge (50%) | Edge 15%,46,75284.50000000003
E. Prop. Edge (50%) | Edge 15%,47,179177.80000000005
E. Prop. Edge (50%) | Edge 15%,48,164018.80000000005
E. Prop. Edge (50%) | Edge 15%,49,150141.80000000005
E. Prop. Edge (50%) | Edge 15%,50,130691.80000000005
E. Prop. Edge (50%) | Edge 15%,51,104553.80000000005
E. Prop. Edge (50%) | Edge 15%,52,83642.80000000005
E. Prop. Edge (50%) | Edge 15%,53,75629.80000000005
A. Flat (1000 Ft) | Edge 20%,1,99000.0
A. Flat (1000 Ft) | Edge 20%,2,98010.0
A. Flat (1000 Ft) | Edge 20%,3,97030.0
A. Flat (1000 Ft) | Edge 20%,4,96060.0
A. Flat (1000 Ft) | Edge 20%,5,95099.0
A. Flat (1000 Ft) | Edge 20%,6,100995.2
A. Flat (1000 Ft) | Edge 20%,7,105338.2
A. Flat (1000 Ft) | Edge 20%,8,104285.2
A. Flat (1000 Ft) | Edge 20%,9,103242.2
A. Flat (1000 Ft) | Edge 20%,10,102210.2
A. Flat (1000 Ft) | Edge 20%,11,101188.2
A. Flat (1000 Ft) | Edge 20%,12,106653.0
A. Flat (1000 Ft) | Edge 20%,13,105586.0
A. Flat (1000 Ft) | Edge 20%,14,104530.0
A. Flat (1000 Ft) | Edge 20%,15,103485.0
A. Flat (1000 Ft) | Edge 20%,16,102450.0
A. Flat (1000 Ft) | Edge 20%,17,107160.4
A. Flat (1000 Ft) | Edge 20%,18,106088.4
A. Flat (1000 Ft) | Edge 20%,19,105027.4
A. Flat (1000 Ft) | Edge 20%,20,109752.4
A. Flat (1000 Ft) | Edge 20%,21,108654.4
A. Flat (1000 Ft) | Edge 20%,22,107567.4
A. Flat (1000 Ft) | Edge 20%,23,106491.4
A. Flat (1000 Ft) | Edge 20%,24,105426.4
A. Flat (1000 Ft) | Edge 20%,25,104372.4
A. Flat (1000 Ft) | Edge 20%,26,103328.4
A. Flat (1000 Ft) | Edge 20%,27,106117.5
A. Flat (1000 Ft) | Edge 20%,28,105056.5
A. Flat (1000 Ft) | Edge 20%,29,104005.5
A. Flat (1000 Ft) | Edge 20%,30,102965.5
A. Flat (1000 Ft) | Edge 20%,31,101935.5
A. Flat (1000 Ft) | Edge 20%,32,100916.5
A. Flat (1000 Ft) | Edge 20%,33,99907.5
A. Flat (1000 Ft) | Edge 20%,34,106800.6
A. Flat (1000 Ft) | Edge 20%,35,105732.6
A. Flat (1000 Ft) | Edge 20%,36,104675.6
A. Flat (1000 Ft) | Edge 20%,37,103628.6
B. Full Kelly | Edge 20%,1,89809.0
B. Full Kelly | Edge 20%,2,79930.0
B. Full Kelly | Edge 20%,3,72558.0
B. Full Kelly | Edge 20%,4,69596.0
B. Full Kelly | Edge 20%,5,62924.0
B. Full Kelly | Edge 20%,6,93595.4
B. Full Kelly | Edge 20%,7,134888.3
B. Full Kelly | Edge 20%,8,119890.29999999999
B. Full Kelly | Edge 20%,9,113944.29999999999
B. Full Kelly | Edge 20%,10,108945.29999999999
B. Full Kelly | Edge 20%,11,105311.29999999999
B. Full Kelly | Edge 20%,12,153905.9
B. Full Kelly | Edge 20%,13,137061.9
B. Full Kelly | Edge 20%,14,123650.9
B. Full Kelly | Edge 20%,15,110949.9
B. Full Kelly | Edge 20%,16,96793.9
B. Full Kelly | Edge 20%,17,130866.09999999999
B. Full Kelly | Edge 20%,18,120829.09999999999
B. Full Kelly | Edge 20%,19,116413.09999999999
B. Full Kelly | Edge 20%,20,146671.09999999998
B. Full Kelly | Edge 20%,21,131231.09999999998
B. Full Kelly | Edge 20%,22,112157.09999999998
B. Full Kelly | Edge 20%,23,107771.09999999998
B. Full Kelly | Edge 20%,24,104022.09999999998
B. Full Kelly | Edge 20%,25,99837.09999999998
B. Full Kelly | Edge 20%,26,94476.09999999998
B. Full Kelly | Edge 20%,27,128566.29999999999
B. Full Kelly | Edge 20%,28,118249.29999999999
B. Full Kelly | Edge 20%,29,113759.29999999999
B. Full Kelly | Edge 20%,30,108927.29999999999
B. Full Kelly | Edge 20%,31,98304.29999999999
B. Full Kelly | Edge 20%,32,91502.29999999999
B. Full Kelly | Edge 20%,33,82068.29999999999
B. Full Kelly | Edge 20%,34,145810.5
B. Full Kelly | Edge 20%,35,138402.5
B. Full Kelly | Edge 20%,36,123816.5
B. Full Kelly | Edge 20%,37,110178.5
C. Half Kelly | Edge 20%,1,94905.0
C. Half Kelly | Edge 20%,2,89685.0
C. Half Kelly | Edge 20%,3,85549.0
C. Half Kelly | Edge 20%,4,83803.0
C. Half Kelly | Edge 20%,5,79786.0
C. Half Kelly | Edge 20%,6,99229.2
C. Half Kelly | Edge 20%,7,121120.5
C. Half Kelly | Edge 20%,8,114387.5
C. Half Kelly | Edge 20%,9,111550.5
C. Half Kelly | Edge 20%,10,109103.5
C. Half Kelly | Edge 20%,11,107283.5
C. Half Kelly | Edge 20%,12,132037.1
C. Half Kelly | Edge 20%,13,124812.1
C. Half Kelly | Edge 20%,14,118706.1
C. Half Kelly | Edge 20%,15,112609.1
C. Half Kelly | Edge 20%,16,105425.1
C. Half Kelly | Edge 20%,17,123981.5
C. Half Kelly | Edge 20%,18,119227.5
C. Half Kelly | Edge 20%,19,117048.5
C. Half Kelly | Edge 20%,20,132263.0
C. Half Kelly | Edge 20%,21,125301.0
C. Half Kelly | Edge 20%,22,116195.0
C. Half Kelly | Edge 20%,23,113923.0
C. Half Kelly | Edge 20%,24,111941.0
C. Half Kelly | Edge 20%,25,109689.0
C. Half Kelly | Edge 20%,26,106744.0
C. Half Kelly | Edge 20%,27,126003.1
C. Half Kelly | Edge 20%,28,120947.1
C. Half Kelly | Edge 20%,29,118651.1
C. Half Kelly | Edge 20%,30,116131.1
C. Half Kelly | Edge 20%,31,110468.1
C. Half Kelly | Edge 20%,32,106646.1
C. Half Kelly | Edge 20%,33,101148.1
C. Half Kelly | Edge 20%,34,140429.80000000002
C. Half Kelly | Edge 20%,35,136862.80000000002
C. Half Kelly | Edge 20%,36,129650.80000000002
C. Half Kelly | Edge 20%,37,122510.80000000002
D. Quarter Kelly | Edge 20%,1,97452.0
D. Quarter Kelly | Edge 20%,2,94772.0
D. Quarter Kelly | Edge 20%,3,92587.0
D. Quarter Kelly | Edge 20%,4,91642.0
D. Quarter Kelly | Edge 20%,5,89446.0
D. Quarter Kelly | Edge 20%,6,100345.6
D. Quarter Kelly | Edge 20%,7,111413.8
D. Quarter Kelly | Edge 20%,8,108316.8
D. Quarter Kelly | Edge 20%,9,106973.8
D. Quarter Kelly | Edge 20%,10,105800.8
D. Quarter Kelly | Edge 20%,11,104918.8
D. Quarter Kelly | Edge 20%,12,117020.20000000001
D. Quarter Kelly | Edge 20%,13,113818.20000000001
D. Quarter Kelly | Edge 20%,14,111034.20000000001
D. Quarter Kelly | Edge 20%,15,108183.20000000001
D. Quarter Kelly | Edge 20%,16,104732.20000000001
D. Quarter Kelly | Edge 20%,17,113950.6
D. Quarter Kelly | Edge 20%,18,111765.6
D. Quarter Kelly | Edge 20%,19,110744.6
D. Quarter Kelly | Edge 20%,20,117940.1
D. Quarter Kelly | Edge 20%,21,114836.1
D. Quarter Kelly | Edge 20%,22,110663.1
D. Quarter Kelly | Edge 20%,23,109581.1
D. Quarter Kelly | Edge 20%,24,108628.1
D. Quarter Kelly | Edge 20%,25,107535.1
D. Quarter Kelly | Edge 20%,26,106091.1
D. Quarter Kelly | Edge 20%,27,115662.6
D. Quarter Kelly | Edge 20%,28,113342.6
D. Quarter Kelly | Edge 20%,29,112266.6
D. Quarter Kelly | Edge 20%,30,111074.6
D. Quarter Kelly | Edge 20%,31,108366.6
D. Quarter Kelly | Edge 20%,32,106491.6
D. Quarter Kelly | Edge 20%,33,103746.6
D. Quarter Kelly | Edge 20%,34,123894.6
D. Quarter Kelly | Edge 20%,35,122320.6
D. Quarter Kelly | Edge 20%,36,119097.6
D. Quarter Kelly | Edge 20%,37,115818.6
E. Prop. Edge (50%) | Edge 20%,1,80000.0
E. Prop. Edge (50%) | Edge 20%,2,64000.0
E. Prop. Edge (50%) | Edge 20%,3,51200.0
E. Prop. Edge (50%) | Edge 20%,4,44094.0
E. Prop. Edge (50%) | Edge 20%,5,36907.0
E. Prop. Edge (50%) | Edge 20%,6,82669.20000000001
E. Prop. Edge (50%) | Edge 20%,7,153765.40000000002
E. Prop. Edge (50%) | Edge 20%,8,123012.40000000002
E. Prop. Edge (50%) | Edge 20%,9,101659.40000000002
E. Prop. Edge (50%) | Edge 20%,10,89170.40000000002
E. Prop. Edge (50%) | Edge 20%,11,79948.40000000002
E. Prop. Edge (50%) | Edge 20%,12,166294.40000000002
E. Prop. Edge (50%) | Edge 20%,13,133035.40000000002
E. Prop. Edge (50%) | Edge 20%,14,106428.40000000002
E. Prop. Edge (50%) | Edge 20%,15,85142.40000000002
E. Prop. Edge (50%) | Edge 20%,16,68114.40000000002
E. Prop. Edge (50%) | Edge 20%,17,123263.80000000002
E. Prop. Edge (50%) | Edge 20%,18,98610.80000000002
E. Prop. Edge (50%) | Edge 20%,19,88158.80000000002
E. Prop. Edge (50%) | Edge 20%,20,139719.80000000002
E. Prop. Edge (50%) | Edge 20%,21,111775.80000000002
E. Prop. Edge (50%) | Edge 20%,22,89420.80000000002
E. Prop. Edge (50%) | Edge 20%,23,77531.80000000002
E. Prop. Edge (50%) | Edge 20%,24,68360.80000000002
E. Prop. Edge (50%) | Edge 20%,25,60247.80000000002
E. Prop. Edge (50%) | Edge 20%,26,50056.80000000002
E. Prop. Edge (50%) | Edge 20%,27,74440.50000000001
E. Prop. Edge (50%) | Edge 20%,28,63389.500000000015
E. Prop. Edge (50%) | Edge 20%,29,55567.500000000015
E. Prop. Edge (50%) | Edge 20%,30,47542.500000000015
E. Prop. Edge (50%) | Edge 20%,31,38033.500000000015
E. Prop. Edge (50%) | Edge 20%,32,31191.500000000015
E. Prop. Edge (50%) | Edge 20%,33,26367.500000000015
E. Prop. Edge (50%) | Edge 20%,34,62758.10000000001
E. Prop. Edge (50%) | Edge 20%,35,54628.10000000001
E. Prop. Edge (50%) | Edge 20%,36,43702.10000000001
E. Prop. Edge (50%) | Edge 20%,37,34962.10000000001
