name,slug,shortName,position,userCount,gender,sofascoreId,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,jerseyNumber,firstName,lastName
Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,30819,M,ryanjiro,904897,"{'nameTranslation': {'ar': 'ريان غرافينبيرش', 'hi': 'रयान ग्रेवेनबेर्च', 'bn': 'রায়ান গ্রেভেনবার্চ'}, 'shortNameTranslation': {'ar': 'ر. غرافينبيرش', 'hi': 'आर. ग्रेवेनबेर्च', 'bn': 'আর. গ্রেভেনবেচ'}}",False,miss,assisted,right-foot,64,3829,1129,,29.4,44.8,0,58.0,6.9,38,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,53434,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,block,assisted,right-foot,64,3804,1104,,15.1,55.9,0,52.5,19.0,18,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,53434,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,miss,corner,head,58,3465,765,,8.6,54.8,0,64.5,8.3,18,,
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,208066,M,TrentAA,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড'}}",False,save,assisted,right-foot,58,3425,725,,29.3,42.9,0,46.8,11.4,12,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,53434,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,block,assisted,right-foot,54,3239,539,,14.2,48.0,0,50.7,19.0,18,,
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,208066,M,TrentAA,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড'}}",False,block,assisted,right-foot,52,3090,390,,14.2,66.7,0,49.3,19.0,12,,
Vladimír Coufal,vladimir-coufal,V. Coufal,D,1643,M,,138024,"{'nameTranslation': {'ar': 'فلاديمير كوفال', 'hi': 'व्लादिमीर कुफाल', 'bn': 'ভ্লাদিমির কউফল'}, 'shortNameTranslation': {'ar': 'ف. كوفال', 'hi': 'वी. कुफाल', 'bn': 'ভি. কউফল'}}",True,miss,set-piece,right-foot,50,2993,293,,27.1,50.6,0,68.9,30.6,34,,
Andrew Robertson,andrew-robertson,A. Robertson,D,25243,M,andyrobertson94,262911,"{'nameTranslation': {'ar': 'أندرو روبرتسون', 'hi': 'एंड्रयू रॉबर्टसन', 'bn': 'অ্যান্ড্রু রবার্টসন'}, 'shortNameTranslation': {'ar': 'أ. روبرتسون', 'hi': 'ए. रॉबर्टसन', 'bn': 'এ. রবার্টসন'}}",False,goal,assisted,left-foot,48,2873,173,regular,14.7,45.1,0,53.6,8.9,26,,
Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,30819,M,ryanjiro,904897,"{'nameTranslation': {'ar': 'ريان غرافينبيرش', 'hi': 'रयान ग्रेवेनबेर्च', 'bn': 'রায়ান গ্রেভেনবার্চ'}, 'shortNameTranslation': {'ar': 'ر. غرافينبيرش', 'hi': 'आर. ग्रेवेनबेर्च', 'bn': 'আর. গ্রেভেনবেচ'}}",False,miss,assisted,right-foot,47,2770,70,,14.5,49.1,0,51.3,69.4,38,,
Jarrod Bowen,jarrod-bowen,J. Bowen,M,8771,M,jarrodbowen,552884,"{'nameTranslation': {'ar': 'جارود بوين', 'hi': 'जारोड बोवेन', 'bn': 'জারড বোয়েন'}, 'shortNameTranslation': {'ar': 'ج. بوين', 'hi': 'जे. बोवेन', 'bn': 'জে. বোয়েন'}}",True,goal,corner,head,43,2560,2560,regular,9.8,51.2,0,45.6,17.7,20,,
Jarrod Bowen,jarrod-bowen,J. Bowen,M,8771,M,jarrodbowen,552884,"{'nameTranslation': {'ar': 'جارود بوين', 'hi': 'जारोड बोवेन', 'bn': 'জারড বোয়েন'}, 'shortNameTranslation': {'ar': 'ج. بوين', 'hi': 'जे. बोवेन', 'bn': 'জে. বোয়েন'}}",True,save,assisted,left-foot,43,2540,2540,,18.5,52.7,0,53.9,1.3,20,,
Harvey Elliott,harvey-elliott,H. Elliott,M,21929,M,harvelliott,955245,"{'nameTranslation': {'ar': 'هارفي إليوت', 'hi': 'हार्वे इलियट', 'bn': 'হার্ভে এলিয়ট'}, 'shortNameTranslation': {'ar': 'ه. إليوت', 'hi': 'एच. इलियट', 'bn': 'এইচ. এলিয়ট'}}",False,miss,assisted,head,41,2400,2400,,7.1,55.9,0,48.6,56.9,19,,
Luis Díaz,luis-diaz,L. Díaz,F,140854,M,LuisDíaz,883537,"{'nameTranslation': {'ar': 'لويس دياز', 'hi': 'लुइस डियाज़', 'bn': 'লুইস দিয়াজ'}, 'shortNameTranslation': {'ar': 'ل. دياز', 'hi': 'एल. डियाज़', 'bn': 'এল. দিয়াজ'}}",False,post,assisted,right-foot,40,2394,2394,,13.4,26.8,0,55.5,2.5,14,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,53434,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,miss,assisted,right-foot,39,2317,2317,,14.2,41.1,0,57.1,63.9,18,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,53434,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,block,assisted,left-foot,36,2107,2107,,15.3,50.5,0,53.4,19.0,18,,
Harvey Elliott,harvey-elliott,H. Elliott,M,21929,M,harvelliott,955245,"{'nameTranslation': {'ar': 'هارفي إليوت', 'hi': 'हार्वे इलियट', 'bn': 'হার্ভে এলিয়ট'}, 'shortNameTranslation': {'ar': 'ه. إليوت', 'hi': 'एच. इलियट', 'bn': 'এইচ. এলিয়ট'}}",False,save,assisted,left-foot,33,1964,1964,,12.2,67.8,0,48.7,15.2,19,,
Vladimír Coufal,vladimir-coufal,V. Coufal,D,1643,M,,138024,"{'nameTranslation': {'ar': 'فلاديمير كوفال', 'hi': 'व्लादिमीर कुफाल', 'bn': 'ভ্লাদিমির কউফল'}, 'shortNameTranslation': {'ar': 'ف. كوفال', 'hi': 'वी. कुफाल', 'bn': 'ভি. কউফল'}}",True,save,regular,right-foot,31,1825,1825,,16.0,67.9,0,53.5,24.7,34,,
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,208066,M,TrentAA,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড'}}",False,save,assisted,right-foot,29,1739,1739,,14.6,73.7,0,48.0,23.4,12,,
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,208066,M,TrentAA,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড'}}",False,miss,free-kick,right-foot,21,1235,1235,,20.2,37.5,0,54.1,62.5,12,,
Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,73401,M,Macca10,895324,"{'nameTranslation': {'ar': 'أليكسيس ماك أليستر', 'hi': 'एलेक्सिस मैक एलिस्टर', 'bn': 'অ্যালেক্সিস ম্যাক অ্যালিস্টার'}, 'shortNameTranslation': {'ar': 'أ. ماك أليستر', 'hi': 'ए. मैक एलिस्टर', 'bn': 'এ. ম্যাক অ্যালিস্টার'}}",False,miss,corner,right-foot,18,1068,1068,,21.6,56.8,0,43.0,22.2,10,,
Tomáš Souček,tomas-soucek,T. Souček,M,3227,M,,799041,"{'nameTranslation': {'ar': 'توماش سوتشيك', 'hi': 'टॉमस सौसेक', 'bn': 'তোমাস সোউচেক'}, 'shortNameTranslation': {'ar': 'ت. سوتشيك', 'hi': 'टी. सौसेक', 'bn': 'টি. সোউচেক'}}",True,save,throw-in-set-piece,head,16,918,918,,9.9,50.1,0,50.7,15.2,28,,
Jarrod Bowen,jarrod-bowen,J. Bowen,M,8771,M,jarrodbowen,552884,"{'nameTranslation': {'ar': 'جارود بوين', 'hi': 'जारोड बोवेन', 'bn': 'জারড বোয়েন'}, 'shortNameTranslation': {'ar': 'ج. بوين', 'hi': 'जे. बोवेन', 'bn': 'জে. বোয়েন'}}",True,save,assisted,left-foot,14,791,791,,20.8,52.1,0,51.7,1.9,20,,
Kurt Zouma,kurt-zouma,K. Zouma,D,2242,M,,139227,"{'nameTranslation': {'ar': 'كورت زوما', 'hi': 'कर्ट ज़ौमा', 'bn': 'কার্ট জৌমা'}, 'shortNameTranslation': {'ar': 'ك. زوما', 'hi': 'के. ज़ौमा', 'bn': 'কে. জৌমা'}}",True,miss,corner,head,12,709,709,,10.1,49.5,0,1.2,22.2,4,,
Harvey Elliott,harvey-elliott,H. Elliott,M,21929,M,harvelliott,955245,"{'nameTranslation': {'ar': 'هارفي إليوت', 'hi': 'हार्वे इलियट', 'bn': 'হার্ভে এলিয়ট'}, 'shortNameTranslation': {'ar': 'ه. إليوت', 'hi': 'एच. इलियट', 'bn': 'এইচ. এলিয়ট'}}",False,miss,assisted,right-foot,11,618,618,,5.2,65.7,0,43.5,12.5,19,,
Cody Gakpo,cody-gakpo,C. Gakpo,M,53434,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'hi': 'कोडी गाकपो', 'bn': 'কোডি গাকপো'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'hi': 'सी. गाकपो', 'bn': 'সি. গাকপো'}}",False,miss,assisted,head,11,616,616,,10.7,47.0,0,28.9,9.7,18,,
Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,103743,M,VvD,151545,"{'nameTranslation': {'ar': 'فيرجيل فان دايك', 'hi': 'वर्जिल वान डिक', 'bn': 'ভার্জিল ভ্যান ডাইক'}, 'shortNameTranslation': {'ar': 'ف. فان دايك', 'hi': 'वी. वान डिक', 'bn': 'ভি. ভ্যান ডাইক'}}",False,miss,set-piece,right-foot,8,425,425,,4.2,37.8,0,53.3,83.3,4,,
