Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
305,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,26,DEB vs NYI,false,true,false,true,false,2026-03-14,1262tuwn7ylcfo0q0mryalslw,b7jek1bop3eoughds0xi22tte,225,225,Nyíregyháza Spartacus,Debrecen,DEB,1,1,Played,T 1-1,2560307,DEB vs NYI (2026-03-14)
311,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,27,MTK vs PAK,true,false,false,false,true,2026-03-20,13k9zyv6nuua2j2p2l7jgqhas,e86hbyj6fwyumuwoiaglh33r5,2718,2718,MTK,Paks,PAK,0,2,Played,L 0-2,2560311,MTK vs PAK (2026-03-20)
311,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,27,MTK vs PAK,false,true,true,false,false,2026-03-20,13k9zyv6nuua2j2p2l7jgqhas,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Paks,MTK,MTK,2,0,Played,W 2-0,2560311,MTK vs PAK (2026-03-20)
313,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,27,ZTE vs UJP,false,true,false,false,true,2026-03-21,13wtshbm7fe8oohkfhnl24qok,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Újpest,Zalaegerszeg,ZTE,0,2,Played,L 0-2,2560312,ZTE vs UJP (2026-03-21)
313,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,27,ZTE vs UJP,true,false,true,false,false,2026-03-21,13wtshbm7fe8oohkfhnl24qok,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Zalaegerszeg,Újpest,UJP,2,0,Played,W 2-0,2560312,ZTE vs UJP (2026-03-21)
313,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,27,NYI vs DVT,false,true,false,false,true,2026-03-21,12v6aljxi5psla8vjmnfjy3o4,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Diosgyor,Nyíregyháza Spartacus,NYI,1,3,Played,L 1-3,2560309,NYI vs DVT (2026-03-21)
313,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,27,NYI vs DVT,true,false,true,false,false,2026-03-21,12v6aljxi5psla8vjmnfjy3o4,amfs0dhjwsobm10en9twg0q,2271,2271,Nyíregyháza Spartacus,Diosgyor,DVT,3,1,Played,W 3-1,2560309,NYI vs DVT (2026-03-21)
317,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,27,KIS vs FTC,false,true,false,true,false,2026-03-22,14n1edtlptjeknifolveg0s2c,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Ferencváros,Kisvárda,KIS,1,1,Played,T 1-1,2560314,KIS vs FTC (2026-03-22)
317,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,27,PUS vs DEB,false,true,false,true,false,2026-03-22,14ac4woavtc1zck5ucc7dbqxg,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Debrecen,Puskás,PUS,1,1,Played,T 1-1,2560313,PUS vs DEB (2026-03-22)
317,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,27,KIS vs FTC,true,false,false,true,false,2026-03-22,14n1edtlptjeknifolveg0s2c,b3o0wckz4w3fusytybpgxftgm,227,227,Kisvárda,Ferencváros,FTC,1,1,Played,T 1-1,2560314,KIS vs FTC (2026-03-22)
317,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,27,PUS vs DEB,true,false,false,true,false,2026-03-22,14ac4woavtc1zck5ucc7dbqxg,b7jek1bop3eoughds0xi22tte,225,225,Puskás,Debrecen,DEB,1,1,Played,T 1-1,2560313,PUS vs DEB (2026-03-22)
317,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,27,KAZ vs GYO,false,true,true,false,false,2026-03-22,137r0q0zyo0gc5eq3lvt0s3ro,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Gyori ETO,Kazincbarcika,KAZ,3,1,Played,W 3-1,2560310,KAZ vs GYO (2026-03-22)
317,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,27,KAZ vs GYO,true,false,false,false,true,2026-03-22,137r0q0zyo0gc5eq3lvt0s3ro,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Kazincbarcika,Gyori ETO,GYO,1,3,Played,L 1-3,2560310,KAZ vs GYO (2026-03-22)
323,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,28,UJP vs MTK,true,false,false,true,false,2026-04-04,15e8dckgo6qdoe4y4w5a425uc,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Újpest,MTK,MTK,2,2,Played,T 2-2,2560316,UJP vs MTK (2026-04-04)
323,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,28,UJP vs MTK,false,true,false,true,false,2026-04-04,15e8dckgo6qdoe4y4w5a425uc,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,MTK,Újpest,UJP,2,2,Played,T 2-2,2560316,UJP vs MTK (2026-04-04)
323,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,28,ZTE vs KIS,true,false,true,false,false,2026-04-04,14zk0zr9hqq185d932jxfn6z8,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Zalaegerszeg,Kisvárda,KIS,2,0,Played,W 2-0,2560315,ZTE vs KIS (2026-04-04)
323,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,28,ZTE vs KIS,false,true,false,false,true,2026-04-04,14zk0zr9hqq185d932jxfn6z8,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Kisvárda,Zalaegerszeg,ZTE,0,2,Played,L 0-2,2560315,ZTE vs KIS (2026-04-04)
323,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,28,PAK vs KAZ,true,false,true,false,false,2026-04-04,15qstej09mhrdhf1ayw526rdg,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Paks,Kazincbarcika,KAZ,5,1,Played,W 5-1,2560317,PAK vs KAZ (2026-04-04)
323,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,28,PAK vs KAZ,false,true,false,false,true,2026-04-04,15qstej09mhrdhf1ayw526rdg,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Kazincbarcika,Paks,PAK,1,5,Played,L 1-5,2560317,PAK vs KAZ (2026-04-04)
329,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,28,DEB vs FTC,false,true,true,false,false,2026-04-05,16splvmyr8m0t4b4hz1xipzis,b7jek1bop3eoughds0xi22tte,225,225,Ferencváros,Debrecen,DEB,2,0,Played,W 2-0,2560320,DEB vs FTC (2026-04-05)
329,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,28,DEB vs FTC,true,false,false,false,true,2026-04-05,16splvmyr8m0t4b4hz1xipzis,b3o0wckz4w3fusytybpgxftgm,227,227,Debrecen,Ferencváros,FTC,0,2,Played,L 0-2,2560320,DEB vs FTC (2026-04-05)
329,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,28,DVT vs PUS,false,true,true,false,false,2026-04-05,16g47a5tjyfnr0gkopb6ul8us,amfs0dhjwsobm10en9twg0q,2271,2271,Puskás,Diosgyor,DVT,2,1,Played,W 2-1,2560319,DVT vs PUS (2026-04-05)
329,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,28,DVT vs PUS,true,false,false,false,true,2026-04-05,16g47a5tjyfnr0gkopb6ul8us,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Diosgyor,Puskás,PUS,1,2,Played,L 1-2,2560319,DVT vs PUS (2026-04-05)
329,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,28,GYO vs NYI,false,true,false,false,true,2026-04-05,163glo1me0rcti0nxcl0mzztg,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Nyíregyháza Spartacus,Gyori ETO,GYO,0,1,Played,L 0-1,2560318,GYO vs NYI (2026-04-05)
329,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,28,GYO vs NYI,true,false,true,false,false,2026-04-05,163glo1me0rcti0nxcl0mzztg,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Gyori ETO,Nyíregyháza Spartacus,NYI,1,0,Played,W 1-0,2560318,GYO vs NYI (2026-04-05)
335,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,29,FTC vs DVT,true,false,true,false,false,2026-04-10,186k2u7db748gvgdlrmsi7klw,amfs0dhjwsobm10en9twg0q,2271,2271,Ferencváros,Diosgyor,DVT,3,1,Played,W 3-1,2560324,FTC vs DVT (2026-04-10)
335,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,29,PUS vs GYO,true,false,false,false,true,2026-04-10,18j7ss2wyszz3ga0ortylmsd0,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Puskás,Gyori ETO,GYO,1,4,Played,L 1-4,2560325,PUS vs GYO (2026-04-10)
335,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,29,FTC vs DVT,false,true,false,false,true,2026-04-10,186k2u7db748gvgdlrmsi7klw,b3o0wckz4w3fusytybpgxftgm,227,227,Diosgyor,Ferencváros,FTC,1,3,Played,L 1-3,2560324,FTC vs DVT (2026-04-10)
335,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,29,PUS vs GYO,false,true,true,false,false,2026-04-10,18j7ss2wyszz3ga0ortylmsd0,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Gyori ETO,Puskás,PUS,4,1,Played,W 4-1,2560325,PUS vs GYO (2026-04-10)
339,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,29,KAZ vs UJP,false,true,true,false,false,2026-04-11,17hki81b9knmhxs8557eaw2dw,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Újpest,Kazincbarcika,KAZ,3,0,Played,W 3-0,2560322,KAZ vs UJP (2026-04-11)
339,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,29,MTK vs ZTE,true,false,true,false,false,2026-04-11,17u2txsqythg6mnvmmczy8178,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,MTK,Zalaegerszeg,ZTE,3,0,Played,W 3-0,2560323,MTK vs ZTE (2026-04-11)
339,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,29,MTK vs ZTE,false,true,false,false,true,2026-04-11,17u2txsqythg6mnvmmczy8178,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Zalaegerszeg,MTK,MTK,0,3,Played,L 0-3,2560323,MTK vs ZTE (2026-04-11)
339,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,29,NYI vs PAK,false,true,false,false,true,2026-04-11,1755jd37i229yf41s02zq6uj8,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Paks,Nyíregyháza Spartacus,NYI,0,2,Played,L 0-2,2560321,NYI vs PAK (2026-04-11)
339,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,29,NYI vs PAK,true,false,true,false,false,2026-04-11,1755jd37i229yf41s02zq6uj8,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Nyíregyháza Spartacus,Paks,PAK,2,0,Played,W 2-0,2560321,NYI vs PAK (2026-04-11)
339,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,29,KAZ vs UJP,true,false,false,false,true,2026-04-11,17hki81b9knmhxs8557eaw2dw,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Kazincbarcika,Újpest,UJP,0,3,Played,L 0-3,2560322,KAZ vs UJP (2026-04-11)
345,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,29,KIS vs DEB,false,true,false,true,false,2026-04-13,18w1bo2wwdubv70tzslywonpw,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Debrecen,Kisvárda,KIS,0,0,Played,T 0-0,2560326,KIS vs DEB (2026-04-13)
345,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,29,KIS vs DEB,true,false,false,true,false,2026-04-13,18w1bo2wwdubv70tzslywonpw,b7jek1bop3eoughds0xi22tte,225,225,Kisvárda,Debrecen,DEB,0,0,Played,T 0-0,2560326,KIS vs DEB (2026-04-13)
347,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,26,FTC vs PUS,true,false,true,false,false,2026-04-14,12inly7wjl3byejmdvlkhjyfo,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Ferencváros,Puskás,PUS,2,1,Played,W 2-1,2560308,FTC vs PUS (2026-04-14)
347,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,26,FTC vs PUS,false,true,false,false,true,2026-04-14,12inly7wjl3byejmdvlkhjyfo,b3o0wckz4w3fusytybpgxftgm,227,227,Puskás,Ferencváros,FTC,1,2,Played,L 1-2,2560308,FTC vs PUS (2026-04-14)
349,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,30,UJP vs NYI,true,false,true,false,false,2026-04-17,19yy9oodmij9l3er7tarnjuvo,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Újpest,Nyíregyháza Spartacus,NYI,7,2,Played,W 7-2,2560329,UJP vs NYI (2026-04-17)
349,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,30,UJP vs NYI,false,true,false,false,true,2026-04-17,19yy9oodmij9l3er7tarnjuvo,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Nyíregyháza Spartacus,Újpest,UJP,2,7,Played,L 2-7,2560329,UJP vs NYI (2026-04-17)
351,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,30,DVT vs DEB,false,true,true,false,false,2026-04-18,1azxlq57bu03os8k0qdzrqrro,amfs0dhjwsobm10en9twg0q,2271,2271,Debrecen,Diosgyor,DVT,5,0,Played,W 5-0,2560332,DVT vs DEB (2026-04-18)
351,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,30,MTK vs KIS,true,false,true,false,false,2026-04-18,198i84u686c0nudfwtg5i70us,8raew9whdfuuvsedk0pyiwc5d,9428,9428,MTK,Kisvárda,KIS,2,1,Played,W 2-1,2560327,MTK vs KIS (2026-04-18)
351,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,30,ZTE vs KAZ,true,false,true,false,false,2026-04-18,19kwjg2hev48lsmyay7eg3xuc,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Zalaegerszeg,Kazincbarcika,KAZ,4,0,Played,W 4-0,2560328,ZTE vs KAZ (2026-04-18)
351,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,30,MTK vs KIS,false,true,false,false,true,2026-04-18,198i84u686c0nudfwtg5i70us,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Kisvárda,MTK,MTK,1,2,Played,L 1-2,2560327,MTK vs KIS (2026-04-18)
351,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,30,DVT vs DEB,true,false,false,false,true,2026-04-18,1azxlq57bu03os8k0qdzrqrro,b7jek1bop3eoughds0xi22tte,225,225,Diosgyor,Debrecen,DEB,0,5,Played,L 0-5,2560332,DVT vs DEB (2026-04-18)
351,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,30,ZTE vs KAZ,false,true,false,false,true,2026-04-18,19kwjg2hev48lsmyay7eg3xuc,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Kazincbarcika,Zalaegerszeg,ZTE,0,4,Played,L 0-4,2560328,ZTE vs KAZ (2026-04-18)
357,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,30,GYO vs FTC,false,true,false,false,true,2026-04-19,1ano74y4r3jntskakyn2isf84,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Ferencváros,Gyori ETO,GYO,0,1,Played,L 0-1,2560331,GYO vs FTC (2026-04-19)
357,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,30,PAK vs PUS,true,false,true,false,false,2026-04-19,1ab9p9imid7s4q8srbw8egzkk,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Paks,Puskás,PUS,1,0,Played,W 1-0,2560330,PAK vs PUS (2026-04-19)
357,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,30,PAK vs PUS,false,true,false,false,true,2026-04-19,1ab9p9imid7s4q8srbw8egzkk,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Puskás,Paks,PAK,0,1,Played,L 0-1,2560330,PAK vs PUS (2026-04-19)
357,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,30,GYO vs FTC,true,false,true,false,false,2026-04-19,1ano74y4r3jntskakyn2isf84,b3o0wckz4w3fusytybpgxftgm,227,227,Gyori ETO,Ferencváros,FTC,1,0,Played,W 1-0,2560331,GYO vs FTC (2026-04-19)
361,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,31,KAZ vs MTK,false,true,false,true,false,2026-04-24,1boisb6u84h114kekmyyvxj4k,93jgs8iidqpjpynqao1w1yxrv,6542,6542,MTK,Kazincbarcika,KAZ,0,0,Played,T 0-0,2560334,KAZ vs MTK (2026-04-24)
361,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,31,KAZ vs MTK,true,false,false,true,false,2026-04-24,1boisb6u84h114kekmyyvxj4k,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Kazincbarcika,MTK,MTK,0,0,Played,T 0-0,2560334,KAZ vs MTK (2026-04-24)
363,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,31,PUS vs UJP,false,true,false,false,true,2026-04-25,1cpey3jaqhh0d50utkgz29yqc,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Újpest,Puskás,PUS,0,2,Played,L 0-2,2560337,PUS vs UJP (2026-04-25)
363,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,31,NYI vs ZTE,false,true,false,false,true,2026-04-25,1bc5e1a2v4xr15nbnkoyq5tec,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Zalaegerszeg,Nyíregyháza Spartacus,NYI,1,2,Played,L 1-2,2560333,NYI vs ZTE (2026-04-25)
363,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,31,KIS vs DVT,true,false,false,false,true,2026-04-25,1d1nh443kxml2ssktjswikavo,amfs0dhjwsobm10en9twg0q,2271,2271,Kisvárda,Diosgyor,DVT,1,2,Played,L 1-2,2560338,KIS vs DVT (2026-04-25)
363,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,31,PUS vs UJP,true,false,true,false,false,2026-04-25,1cpey3jaqhh0d50utkgz29yqc,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Puskás,Újpest,UJP,2,0,Played,W 2-0,2560337,PUS vs UJP (2026-04-25)
363,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,31,KIS vs DVT,false,true,true,false,false,2026-04-25,1d1nh443kxml2ssktjswikavo,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Diosgyor,Kisvárda,KIS,2,1,Played,W 2-1,2560338,KIS vs DVT (2026-04-25)
363,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,31,NYI vs ZTE,true,false,true,false,false,2026-04-25,1bc5e1a2v4xr15nbnkoyq5tec,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Nyíregyháza Spartacus,Zalaegerszeg,ZTE,2,1,Played,W 2-1,2560333,NYI vs ZTE (2026-04-25)
369,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,31,FTC vs PAK,true,false,true,false,false,2026-04-26,1cd712rsh14up046bsgu2h9uc,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Ferencváros,Paks,PAK,2,0,Played,W 2-0,2560336,FTC vs PAK (2026-04-26)
369,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,31,DEB vs GYO,true,false,false,true,false,2026-04-26,1c0uva75zta8q1rfvg8q07w2c,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Debrecen,Gyori ETO,GYO,1,1,Played,T 1-1,2560335,DEB vs GYO (2026-04-26)
369,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,31,FTC vs PAK,false,true,false,false,true,2026-04-26,1cd712rsh14up046bsgu2h9uc,b3o0wckz4w3fusytybpgxftgm,227,227,Paks,Ferencváros,FTC,0,2,Played,L 0-2,2560336,FTC vs PAK (2026-04-26)
