Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,Tckl,Int,PsInA3rd,Passes in the Final Third,HighTOEndGoal,HighTOEndShot,HighTurnoversOP,HighTurnovers,PPDA,Sequences,Seq9+Pass,AvgSeqPass,DirectSpeed,Pass%,PsCmp,PsAtt,BgChncCrtd,BgChnc,TchsA3%,TchsA3,TouchOpBox,FldTilt,Poss%,xGOT,xG Diff,xG,Goal,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
125,cubclbw5k5gdqdau95bnav0nn,1042,IR Iran,IR Iran,IRN,Iran,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,22,8,81,47,0,2,5,7,14.83,142,4,2.7,1.62,76.6%,281,367,3,5,21.2%,119,26,43.0%,39.0%,1.23,1.13,1.97,1,1042,3,EGY vs IRN,false,true,false,true,false,2026-06-27,ctfvqyihaptbye55z2v5jims,3669sbeijslw88073qlw1cbcp,1225,1225,IR Iran,Egypt,EGY,1,1,Played,T 1-1,2608302,EGY vs IRN (2026-06-27)
125,9l4imoomrnyceg5u3kdxf5l5r,1264,Saudi Arabia,Saudi Arabia,KSA,Saudi Arabia,#008000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,29,11,86,56,0,1,5,10,8.66,149,14,3.2,1.32,80.9%,359,444,1,1,20.8%,134,20,48.5%,49.3%,0.33,-1.00,0.39,0,1264,3,CPV vs KSA,false,true,false,true,false,2026-06-27,bl0y9cpgj82lun5bhvz8r3u38,1iq69zi4oze3oh0cis0s5wb7o,1529,1529,Saudi Arabia,Cabo Verde,CPV,0,0,Played,T 0-0,2608304,CPV vs KSA (2026-06-27)
125,bhu61cgwm07e2pik1jqmnztgl,1804,New Zealand,New Zealand,NZL,New Zealand,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,6,163,47,0,0,1,1,25.38,120,20,3.9,1.25,84.6%,369,436,0,0,16.0%,98,6,30.0%,45.8%,0.23,-3.41,0.23,1,1804,3,NZL vs BEL,true,false,false,false,true,2026-06-27,enyd3pel1z18f8cikzixnwpw4,pfvmhackqyhhk02majd2tb8l,360,360,New Zealand,Belgium,BEL,1,5,Played,L 1-5,2608301,NZL vs BEL (2026-06-27)
125,3669sbeijslw88073qlw1cbcp,1225,Egypt,Egypt,EGY,Egypt,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,17,7,53,69,0,1,3,4,15.00,148,17,4.1,1.14,87.1%,513,589,0,0,18.4%,147,28,57.0%,61.0%,0.47,-1.13,0.84,1,1225,3,EGY vs IRN,true,false,false,true,false,2026-06-27,ctfvqyihaptbye55z2v5jims,cubclbw5k5gdqdau95bnav0nn,1042,1042,Egypt,IR Iran,IRN,1,1,Played,T 1-1,2608302,EGY vs IRN (2026-06-27)
125,1iq69zi4oze3oh0cis0s5wb7o,1529,Cabo Verde,Cabo Verde,CPV,Cabo Verde,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,15,13,77,68,0,2,9,10,13.96,157,14,3.1,1.38,84.5%,381,451,1,1,23.2%,160,19,51.5%,50.7%,0.51,1.00,1.39,0,1529,3,CPV vs KSA,true,false,false,true,false,2026-06-27,bl0y9cpgj82lun5bhvz8r3u38,9l4imoomrnyceg5u3kdxf5l5r,1264,1264,Cabo Verde,Saudi Arabia,KSA,0,0,Played,T 0-0,2608304,CPV vs KSA (2026-06-27)
141,61g4epojd5f198lv1sje27yh3,515,Austria,Austria,AUT,Austria,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,11,10,114,59,1,3,8,10,29.79,101,15,4.1,1.10,87.4%,346,396,3,3,23.5%,125,18,41.9%,35.0%,1.32,-0.18,1.49,3,515,3,ALG vs AUT,false,true,false,true,false,2026-06-28,94kik3fjes44gzerha1wu2l90,cbx8lz7loz866tsoawwrpxyl9,1215,1215,Austria,Algeria,ALG,3,3,Played,T 3-3,2608308,ALG vs AUT (2026-06-28)
141,eg7vduna0h3vis1wd47s41za7,597,Canada,Canada,CAN,Canada,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,20,8,40,66,0,2,9,13,10.98,142,5,2.9,1.99,78.6%,298,379,4,4,28.7%,164,25,58.1%,42.1%,1.67,1.24,1.38,1,597,,RSA vs CAN,false,true,true,false,false,2026-06-28,5m9cv89dxqg33qbdgfynvc6c4,xmip8t9f2kefltjkraxzsxl9,522,522,Canada,South Africa,RSA,1,0,Played,W 1-0,2608313,RSA vs CAN (2026-06-28)
141,ak48fkypnql8y4n69cvcq5ghc,632,Argentina,Argentina,ARG,Argentina,#99FFFF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,14,12,48,100,2,3,7,10,8.80,110,34,7.5,0.66,92.0%,737,801,2,3,19.0%,180,15,69.6%,73.0%,1.45,1.37,2.13,3,632,3,JOR vs ARG,false,true,true,false,false,2026-06-28,8g2qr1sd0kqxtjcvybdfgzvh0,btn8ibf55ovz7y252vdiprbip,1843,1843,Argentina,Jordan,JOR,3,1,Played,W 3-1,2608307,JOR vs ARG (2026-06-28)
141,cbx8lz7loz866tsoawwrpxyl9,1215,Algeria,Algeria,ALG,Algeria,#00CC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,11,4,76,75,1,3,5,7,21.00,98,27,7.9,0.69,93.6%,706,754,3,3,18.5%,166,22,58.1%,65.0%,2.79,0.18,1.67,3,1215,3,ALG vs AUT,true,false,false,true,false,2026-06-28,94kik3fjes44gzerha1wu2l90,61g4epojd5f198lv1sje27yh3,515,515,Algeria,Austria,AUT,3,3,Played,T 3-3,2608308,ALG vs AUT (2026-06-28)
141,btn8ibf55ovz7y252vdiprbip,1843,Jordan,Jordan,JOR,Jordan,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,16,19,134,35,1,3,8,9,21.22,103,6,3.0,1.07,80.0%,228,285,1,1,20.4%,88,4,30.4%,27.0%,0.72,-1.37,0.76,1,1843,3,JOR vs ARG,true,false,false,false,true,2026-06-28,8g2qr1sd0kqxtjcvybdfgzvh0,ak48fkypnql8y4n69cvcq5ghc,632,632,Jordan,Argentina,ARG,1,3,Played,L 1-3,2608307,JOR vs ARG (2026-06-28)
141,xmip8t9f2kefltjkraxzsxl9,522,South Africa,South Africa,RSA,South Africa,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,22,15,79,35,0,0,3,4,13.30,145,17,4.0,0.98,84.1%,466,554,0,0,10.0%,77,8,41.9%,57.9%,0.11,-1.24,0.14,0,522,,RSA vs CAN,true,false,false,false,true,2026-06-28,5m9cv89dxqg33qbdgfynvc6c4,eg7vduna0h3vis1wd47s41za7,597,597,South Africa,Canada,CAN,0,1,Played,L 0-1,2608313,RSA vs CAN (2026-06-28)
147,3l2t2db0c5ow2f7s7bhr6mij4,357,Germany,Germany,GER,Germany,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,13,4,35,191,0,1,14,17,5.89,202,33,4.4,1.56,90.1%,725,805,2,2,38.5%,418,44,79.1%,75.3%,1.87,1.22,1.57,1,357,,GER vs PAR,true,false,false,true,false,2026-06-29,tcobopf76p8yaw9kit3fs8pg,3cwjdmekfdouwg990mqdq9fh0,835,835,Germany,Paraguay,PAR,1,1,Played,T 1-1,2608314,GER vs PAR (2026-06-29)
147,ajab3nmpoltsoeqcuoyi4pwzx,614,Brazil,Brazil,BRA,Brazil,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,12,9,48,140,2,4,6,9,14.11,132,29,5.7,0.87,91.6%,625,682,5,5,34.4%,301,36,75.5%,68.2%,1.45,1.74,2.07,2,614,,BRA vs JPN,true,false,true,false,false,2026-06-29,3hsg9oklerq6uua8pos3dmdck,6duaxcbrofil112qfq4v895go,1266,1266,Brazil,Japan,JPN,2,1,Played,W 2-1,2608316,BRA vs JPN (2026-06-29)
147,3cwjdmekfdouwg990mqdq9fh0,835,Paraguay,Paraguay,PAR,Paraguay,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,33,13,246,30,0,2,5,6,31.46,156,6,1.9,1.71,62.7%,160,255,2,3,17.2%,92,14,20.9%,24.7%,0.49,-1.22,0.35,1,835,,GER vs PAR,false,true,false,true,false,2026-06-29,tcobopf76p8yaw9kit3fs8pg,3l2t2db0c5ow2f7s7bhr6mij4,357,357,Paraguay,Germany,GER,1,1,Played,T 1-1,2608314,GER vs PAR (2026-06-29)
147,6duaxcbrofil112qfq4v895go,1266,Japan,Japan,JPN,Japan,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,10,6,195,37,0,1,3,4,20.39,94,12,3.6,1.49,83.1%,260,313,0,0,18.6%,92,10,24.5%,31.8%,0.78,-1.74,0.33,1,1266,,BRA vs JPN,false,true,false,false,true,2026-06-29,3hsg9oklerq6uua8pos3dmdck,ajab3nmpoltsoeqcuoyi4pwzx,614,614,Japan,Brazil,BRA,1,2,Played,L 1-2,2608316,BRA vs JPN (2026-06-29)
151,39d8zamp9tvg3wc51jxc2a1c0,1221,Côte d'Ivoire,Côte d'Ivoire,CIV,Côte d'Ivoire,#FF9900,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),0,0,0,0,0,0,0,0,0,0.00,0,0,0.0,0.00,-,0,0,0,0,-,0,0,-,-,0.00,0.00,0.00,0,1221,,CIV vs NOR,true,false,false,false,false,2026-06-30,56nac7cdfhydresgbalcg33tg,e1vf7kzswllumuykwezkrbo70,363,363,Côte d'Ivoire,Norway,NOR,,,Fixture,T -,2608318,CIV vs NOR (2026-06-30)
151,657oha8nkne1ybba2bouzkbo7,366,Netherlands,Netherlands,NED,Netherlands,#FF6600,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,19,11,131,39,0,2,8,9,20.87,141,10,2.8,1.55,78.7%,292,371,1,1,18.9%,107,18,32.5%,30.9%,0.16,-1.14,0.24,1,366,,NED vs MAR,true,false,false,true,false,2026-06-30,7hnbukswespa64jtdc81jgetw,avggs3u2b5cu8i1dnzknhth52,1057,1057,Netherlands,Morocco,MAR,1,1,Played,T 1-1,2608315,NED vs MAR (2026-06-30)
151,e1vf7kzswllumuykwezkrbo70,363,Norway,Norway,NOR,Norway,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),0,0,0,0,0,0,0,0,0,0.00,0,0,0.0,0.00,-,0,0,0,0,-,0,0,-,-,0.00,0.00,0.00,0,363,,CIV vs NOR,false,true,false,false,false,2026-06-30,56nac7cdfhydresgbalcg33tg,39d8zamp9tvg3wc51jxc2a1c0,1221,1221,Norway,Côte d'Ivoire,CIV,,,Fixture,T -,2608318,CIV vs NOR (2026-06-30)
151,avggs3u2b5cu8i1dnzknhth52,1057,Morocco,Morocco,MAR,Morocco,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,19,11,52,90,0,2,6,6,13.30,145,40,6.2,0.87,91.1%,801,879,5,5,18.0%,197,21,67.5%,69.1%,2.28,1.14,1.38,1,1057,,NED vs MAR,false,true,false,true,false,2026-06-30,7hnbukswespa64jtdc81jgetw,657oha8nkne1ybba2bouzkbo7,366,366,Morocco,Netherlands,NED,1,1,Played,T 1-1,2608315,NED vs MAR (2026-06-30)
