id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
595685,73,Goal,0.885,0.5,0.7612988352775574,Mateo Retegui,h,11898,Penalty,2024,RightFoot,27422,Atalanta,Genoa,5,1,2024-10-05 16:00:00,,Standard
597513,9,MissedShots,0.9419999694824219,0.7290000152587891,0.12253635376691818,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27433,Venezia,Atalanta,0,2,2024-10-20 13:00:00,Davide Zappacosta,Throughball
597515,11,MissedShots,0.9269999694824219,0.605999984741211,0.05075825750827789,Mateo Retegui,a,11898,FromCorner,2024,Head,27433,Venezia,Atalanta,0,2,2024-10-20 13:00:00,Ademola Lookman,Cross
597520,23,MissedShots,0.8919999694824219,0.5459999847412109,0.11018691211938858,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27433,Venezia,Atalanta,0,2,2024-10-20 13:00:00,Davide Zappacosta,Cross
597524,40,MissedShots,0.9369999694824219,0.265,0.049649063497781754,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27433,Venezia,Atalanta,0,2,2024-10-20 13:00:00,Marten de Roon,Chipped
597526,46,Goal,0.8640000152587891,0.38099998474121094,0.34769201278686523,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27433,Venezia,Atalanta,0,2,2024-10-20 13:00:00,,None
598728,8,Goal,0.8169999694824219,0.54,0.05537744238972664,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,,Rebound
598729,10,BlockedShot,0.919000015258789,0.5309999847412109,0.14366883039474487,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,Sead Kolasinac,Pass
598730,11,MissedShots,0.925,0.40700000762939453,0.2351820021867752,Mateo Retegui,h,11898,OpenPlay,2024,Head,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,Davide Zappacosta,Cross
598734,24,SavedShot,0.895,0.610999984741211,0.016584862023591995,Mateo Retegui,h,11898,OpenPlay,2024,Head,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,Matteo Ruggeri,Aerial
598736,32,MissedShots,0.899000015258789,0.6840000152587891,0.10521668195724487,Mateo Retegui,h,11898,OpenPlay,2024,RightFoot,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,,TakeOn
598741,45,MissedShots,0.9009999847412109,0.6840000152587891,0.07279125601053238,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,Éderson,Pass
598744,57,Goal,0.9519999694824218,0.54,0.710685670375824,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27443,Atalanta,Verona,6,1,2024-10-26 18:45:00,Charles De Ketelaere,Throughball
599626,4,SavedShot,0.7559999847412109,0.54,0.024561837315559387,Mateo Retegui,h,11898,OpenPlay,2024,RightFoot,27452,Atalanta,Monza,2,0,2024-10-30 19:45:00,Ademola Lookman,Pass
599632,39,BlockedShot,0.7169999694824218,0.455,0.044405218213796616,Mateo Retegui,h,11898,DirectFreekick,2024,RightFoot,27452,Atalanta,Monza,2,0,2024-10-30 19:45:00,,Standard
599643,86,MissedShots,0.955999984741211,0.5629999923706055,0.12659379839897156,Mateo Retegui,h,11898,FromCorner,2024,RightFoot,27452,Atalanta,Monza,2,0,2024-10-30 19:45:00,Lazar Samardzic,Cross
600527,91,Goal,0.86,0.5729999923706055,0.10256312787532806,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27464,Napoli,Atalanta,0,3,2024-11-03 11:30:00,Raoul Bellanova,Cross
601844,4,MissedShots,0.9290000152587891,0.44299999237060544,0.039728209376335144,Mateo Retegui,h,11898,FromCorner,2024,Head,27481,Atalanta,Udinese,2,1,2024-11-10 11:30:00,Lazar Samardzic,Aerial
601848,12,BlockedShot,0.9130000305175782,0.529000015258789,0.3629980981349945,Mateo Retegui,h,11898,OpenPlay,2024,Head,27481,Atalanta,Udinese,2,1,2024-11-10 11:30:00,,None
603183,3,Goal,0.945,0.4979999923706055,0.5558856129646301,Mateo Retegui,a,11898,OpenPlay,2024,Head,27491,Parma Calcio 1913,Atalanta,1,3,2024-11-23 19:45:00,Raoul Bellanova,Cross
603186,15,MissedShots,0.93,0.515,0.06064996123313904,Mateo Retegui,a,11898,FromCorner,2024,Head,27491,Parma Calcio 1913,Atalanta,1,3,2024-11-23 19:45:00,Rafael Toloi,Aerial
603187,18,MissedShots,0.9419999694824219,0.43599998474121093,0.42439818382263184,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27491,Parma Calcio 1913,Atalanta,1,3,2024-11-23 19:45:00,Éderson,Cross
603196,42,MissedShots,0.855,0.5220000076293946,0.023565329611301422,Mateo Retegui,a,11898,FromCorner,2024,Head,27491,Parma Calcio 1913,Atalanta,1,3,2024-11-23 19:45:00,Matteo Ruggeri,Cross
605079,3,SavedShot,0.9030000305175782,0.41400001525878904,0.04420546069741249,Mateo Retegui,a,11898,FromCorner,2024,Head,27493,Roma,Atalanta,0,2,2024-12-02 19:45:00,Matteo Ruggeri,Cross
605085,33,MissedShots,0.8819999694824219,0.46900001525878904,0.048710454255342484,Mateo Retegui,a,11898,OpenPlay,2024,Head,27493,Roma,Atalanta,0,2,2024-12-02 19:45:00,Matteo Ruggeri,Cross
605086,40,MissedShots,0.8730000305175781,0.5,0.030992092564702034,Mateo Retegui,a,11898,OpenPlay,2024,Head,27493,Roma,Atalanta,0,2,2024-12-02 19:45:00,,Aerial
605526,91,SavedShot,0.8869999694824219,0.3970000076293945,0.5218595266342163,Mateo Retegui,h,11898,OpenPlay,2024,RightFoot,27502,Atalanta,AC Milan,2,1,2024-12-06 19:45:00,,None
611569,77,Goal,0.9359999847412109,0.495,0.07289000600576401,Mateo Retegui,h,11898,OpenPlay,2024,Head,27542,Atalanta,Juventus,1,1,2025-01-14 19:45:00,Raoul Bellanova,HeadPass
612488,15,Goal,0.8859999847412109,0.6559999847412109,0.059325963258743286,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27562,Atalanta,Napoli,2,3,2025-01-18 19:45:00,,None
612496,52,MissedShots,0.915,0.3270000076293945,0.05661575496196747,Mateo Retegui,h,11898,OpenPlay,2024,RightFoot,27562,Atalanta,Napoli,2,3,2025-01-18 19:45:00,Lazar Samardzic,Pass
612500,58,BlockedShot,0.9209999847412109,0.3160000038146973,0.04342035576701164,Mateo Retegui,h,11898,FromCorner,2024,RightFoot,27562,Atalanta,Napoli,2,3,2025-01-18 19:45:00,,None
613210,55,Goal,0.89,0.5320000076293945,0.08906984329223633,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27581,Como,Atalanta,1,2,2025-01-25 14:00:00,Marco Brescianini,Cross
613212,69,Goal,0.8809999847412109,0.46799999237060547,0.3354346454143524,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27581,Como,Atalanta,1,2,2025-01-25 14:00:00,Marco Brescianini,Pass
615066,61,MissedShots,0.87,0.76,0.028202293440699577,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27584,Atalanta,Torino,1,1,2025-02-01 17:00:00,Mario Pasalic,Pass
615069,73,SavedShot,0.885,0.5,0.7612988352775574,Mateo Retegui,h,11898,Penalty,2024,RightFoot,27584,Atalanta,Torino,1,1,2025-02-01 17:00:00,,Standard
615071,78,MissedShots,0.875,0.4779999923706055,0.024743279442191124,Mateo Retegui,h,11898,OpenPlay,2024,Head,27584,Atalanta,Torino,1,1,2025-02-01 17:00:00,Raoul Bellanova,Aerial
616646,2,MissedShots,0.92,0.5420000076293945,0.1142350435256958,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,Charles De Ketelaere,Cross
616647,3,MissedShots,0.960999984741211,0.4859999847412109,0.17250566184520721,Mateo Retegui,a,11898,OpenPlay,2024,Head,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,,Aerial
616654,20,Goal,0.9209999847412109,0.504000015258789,0.4775755703449249,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,,Rebound
616656,24,Goal,0.85,0.5470000076293945,0.10298246145248413,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,Berat Gjimshiti,Pass
616664,43,Goal,0.9180000305175782,0.3970000076293945,0.4215520918369293,Mateo Retegui,a,11898,SetPiece,2024,RightFoot,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,,None
616666,55,Goal,0.905,0.5729999923706055,0.137240469455719,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,Marten de Roon,Pass
616671,69,MissedShots,0.8180000305175781,0.4909999847412109,0.06035136431455612,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27595,Verona,Atalanta,0,5,2025-02-08 17:00:00,,None
617035,28,BlockedShot,0.7630000305175781,0.6569999694824219,0.05680510029196739,Mateo Retegui,h,11898,DirectFreekick,2024,RightFoot,27603,Atalanta,Cagliari,0,0,2025-02-15 14:00:00,,Standard
619198,32,Goal,0.9680000305175781,0.45,0.612858235836029,Mateo Retegui,a,11898,FromCorner,2024,RightFoot,27612,Empoli,Atalanta,0,5,2025-02-23 17:00:00,Berat Gjimshiti,Rebound
619871,21,MissedShots,0.97,0.445,0.5692340135574341,Mateo Retegui,h,11898,OpenPlay,2024,Head,27622,Atalanta,Venezia,0,0,2025-03-01 14:00:00,Ademola Lookman,Cross
619875,26,MissedShots,0.924000015258789,0.524000015258789,0.37634921073913574,Mateo Retegui,h,11898,OpenPlay,2024,Head,27622,Atalanta,Venezia,0,0,2025-03-01 14:00:00,Davide Zappacosta,Cross
619882,49,MissedShots,0.9169999694824219,0.4259999847412109,0.42148739099502563,Mateo Retegui,h,11898,OpenPlay,2024,RightFoot,27622,Atalanta,Venezia,0,0,2025-03-01 14:00:00,Juan Cuadrado,Pass
622142,28,Goal,0.885,0.5,0.7612988352775574,Mateo Retegui,a,11898,Penalty,2024,RightFoot,27637,Juventus,Atalanta,0,4,2025-03-09 19:45:00,,Standard
622150,45,BlockedShot,0.9290000152587891,0.5170000076293946,0.6587782502174377,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27637,Juventus,Atalanta,0,4,2025-03-09 19:45:00,,Rebound
623723,18,BlockedShot,0.9269999694824219,0.43400001525878906,0.031065545976161957,Mateo Retegui,h,11898,FromCorner,2024,Head,27643,Atalanta,Inter,0,2,2025-03-16 19:45:00,Ademola Lookman,Aerial
623727,32,BlockedShot,0.8430000305175781,0.6029999923706054,0.073028564453125,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27643,Atalanta,Inter,0,2,2025-03-16 19:45:00,Ademola Lookman,Pass
623729,40,BlockedShot,0.8440000152587891,0.5379999923706055,0.0901845321059227,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27643,Atalanta,Inter,0,2,2025-03-16 19:45:00,Ademola Lookman,Pass
624589,39,MissedShots,0.8059999847412109,0.669000015258789,0.028727475553750992,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27661,Fiorentina,Atalanta,1,0,2025-03-30 14:00:00,Davide Zappacosta,Pass
626517,16,BlockedShot,0.919000015258789,0.595999984741211,0.039674993604421616,Mateo Retegui,h,11898,FromCorner,2024,Head,27664,Atalanta,Lazio,0,1,2025-04-06 16:00:00,Ademola Lookman,Cross
626520,42,BlockedShot,0.9259999847412109,0.59,0.09490682929754257,Mateo Retegui,h,11898,FromCorner,2024,RightFoot,27664,Atalanta,Lazio,0,1,2025-04-06 16:00:00,,None
626523,49,SavedShot,0.92,0.534000015258789,0.4832402169704437,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27664,Atalanta,Lazio,0,1,2025-04-06 16:00:00,Sead Kolasinac,Pass
627510,2,Goal,0.9590000152587891,0.45299999237060545,0.5516464114189148,Mateo Retegui,h,11898,OpenPlay,2024,LeftFoot,27674,Atalanta,Bologna,2,0,2025-04-13 10:30:00,Raoul Bellanova,Cross
629427,24,MissedShots,0.8930000305175781,0.4420000076293945,0.09061536937952042,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27686,AC Milan,Atalanta,0,1,2025-04-20 18:45:00,Mario Pasalic,Cross
629428,34,MissedShots,0.9009999847412109,0.539000015258789,0.08981816470623016,Mateo Retegui,a,11898,SetPiece,2024,Head,27686,AC Milan,Atalanta,0,1,2025-04-20 18:45:00,Marten de Roon,Cross
629441,73,MissedShots,0.97,0.5029999923706054,0.9018981456756592,Mateo Retegui,a,11898,OpenPlay,2024,RightFoot,27686,AC Milan,Atalanta,0,1,2025-04-20 18:45:00,Ademola Lookman,Pass
629445,83,BlockedShot,0.8909999847412109,0.565,0.10236027836799622,Mateo Retegui,a,11898,OpenPlay,2024,LeftFoot,27686,AC Milan,Atalanta,0,1,2025-04-20 18:45:00,Matteo Ruggeri,Cross
