match_id,home_team,home_team_id,away_team,away_team_id,wins_home,wins_away,overtimes,total_non_overtime,home_win_rate,home_team_avg_rating,home_team_std_rating,home_team_avg_ADR,home_team_std_ADR,home_team_avg_Swing,home_team_std_Swing,away_team_avg_rating,away_team_std_rating,away_team_avg_ADR,away_team_std_ADR,away_team_avg_Swing,away_team_std_Swing,source_url,event_id
2375403,BIG,7532,Complexity,5005,1,1,0,2,0.5,1.224,0.1768,82.96,9.18,1.62,2.78,0.938,0.148,72.06,8.98,-1.62,2.93,https://www.hltv.org/matches/2375403/big-vs-complexity-esl-pro-league-season-20,7441
2375402,Rooster,9881,Astralis,6665,0,0,0,0,,0.724,0.2409,59.34,11.09,-4.08,3.35,1.346,0.3281,85.26,15.05,4.08,3.33,https://www.hltv.org/matches/2375402/rooster-vs-astralis-esl-pro-league-season-20,7441
2375400,Falcons,11283,Virtus.pro,5378,9,11,2,20,0.45,0.96,0.1558,70.18,5.91,-0.18,1.99,1.06,0.1045,75.5,6.18,0.17,1.43,https://www.hltv.org/matches/2375400/falcons-vs-virtuspro-esl-pro-league-season-20,7441
2375401,FURIA,8297,RED Canids,7176,0,0,0,0,,0.996,0.1719,64.38,12.29,-0.17,2.11,1.01,0.1559,71.54,12.36,0.07,2.62,https://www.hltv.org/matches/2375401/furia-vs-red-canids-esl-pro-league-season-20,7441
2375399,Complexity,5005,MOUZ,4494,4,12,1,16,0.25,1.19,0.1228,80.18,11.61,2.01,1.57,0.86,0.106,65.24,12.4,-2.01,1.42,https://www.hltv.org/matches/2375399/complexity-vs-mouz-esl-pro-league-season-20,7441
2375398,BIG,7532,fnatic,4991,0,1,0,1,0.0,1.258,0.3841,83.34,19.46,2.93,4.49,0.818,0.2004,57.78,10.95,-2.92,1.85,https://www.hltv.org/matches/2375398/big-vs-fnatic-esl-pro-league-season-20,7441
2375394,Vitality,9565,FURIA,8297,2,0,0,2,1.0,1.274,0.2158,81.98,5.76,3.3,2.66,0.794,0.1341,63.9,8.91,-3.45,2.63,https://www.hltv.org/matches/2375394/vitality-vs-furia-esl-pro-league-season-20,7441
2375397,Liquid,5973,Virtus.pro,5378,2,0,1,2,1.0,1.24,0.2297,80.72,4.97,2.66,2.43,0.866,0.1354,64.58,4.98,-2.66,1.66,https://www.hltv.org/matches/2375397/liquid-vs-virtuspro-esl-pro-league-season-20,7441
2375396,ATOX,12312,Falcons,11283,0,0,0,0,,0.824,0.1617,62.78,14.32,-3.54,2.19,1.29,0.1665,90.1,9.16,3.23,2.32,https://www.hltv.org/matches/2375396/atox-vs-falcons-esl-pro-league-season-20,7441
2375391,fnatic,4991,M80,12376,0,0,0,0,,1.01,0.1441,71.14,10.51,-0.43,2.68,1.084,0.0948,73.4,7.28,0.42,1.67,https://www.hltv.org/matches/2375391/fnatic-vs-m80-esl-pro-league-season-20,7441
2375392,MOUZ,4494,Imperial,9455,0,0,0,0,,0.998,0.1538,68.26,11.4,-0.56,2.1,1.124,0.2951,76.88,21.08,0.39,4.21,https://www.hltv.org/matches/2375392/mouz-vs-imperial-esl-pro-league-season-20,7441
2375393,Astralis,6665,Complexity,5005,0,0,0,0,,0.946,0.1398,69.44,9.39,-0.59,1.35,1.108,0.1179,74.52,12.4,0.48,1.3,https://www.hltv.org/matches/2375393/astralis-vs-complexity-esl-pro-league-season-20,7441
2375364,FURIA,8297,Falcons,11283,0,0,0,0,,1.034,0.1038,75.56,8.81,-0.23,1.45,0.982,0.1091,69.32,4.05,0.11,1.47,https://www.hltv.org/matches/2375364/furia-vs-falcons-esl-pro-league-season-20,7441
2375365,Vitality,9565,ATOX,12312,0,0,0,0,,1.156,0.1787,82.4,16.17,1.09,2.26,0.95,0.3192,70.78,16.38,-1.2,3.67,https://www.hltv.org/matches/2375365/vitality-vs-atox-esl-pro-league-season-20,7441
2375363,RED Canids,7176,Virtus.pro,5378,0,0,0,0,,0.6,0.1271,51.56,14.2,-4.3,1.97,1.414,0.3753,80.6,18.07,4.17,3.8,https://www.hltv.org/matches/2375363/red-canids-vs-virtuspro-esl-pro-league-season-20,7441
2375361,Complexity,5005,M80,12376,0,1,1,1,0.0,0.962,0.1938,70.08,14.41,-1.67,1.96,1.102,0.1574,79.5,16.97,1.67,1.54,https://www.hltv.org/matches/2375361/complexity-vs-m80-esl-pro-league-season-20,7441
2375362,Liquid,5973,ENCE,4869,2,0,0,2,1.0,1.148,0.2886,82.78,13.53,0.87,3.92,0.942,0.1521,67.86,10.96,-0.88,2.67,https://www.hltv.org/matches/2375362/liquid-vs-ence-esl-pro-league-season-20,7441
2375359,MOUZ,4494,Rooster,9881,0,0,0,0,,1.126,0.1528,74.36,7.34,0.7,1.59,0.958,0.096,69.26,6.57,-0.84,1.48,https://www.hltv.org/matches/2375359/mouz-vs-rooster-esl-pro-league-season-20,7441
2375358,fnatic,4991,Astralis,6665,0,0,0,0,,1.094,0.2616,73.78,17.16,0.57,3.49,0.96,0.0892,70.28,8.48,-0.63,0.72,https://www.hltv.org/matches/2375358/fnatic-vs-astralis-esl-pro-league-season-20,7441
2375389,MIBR,9215,G2,5995,0,2,0,2,0.0,0.87,0.1033,60.74,1.57,-1.67,2.68,1.186,0.2992,74.54,16.56,1.47,3.96,https://www.hltv.org/matches/2375389/mibr-vs-g2-esl-pro-league-season-20,7441
2375387,Sangal,10333,HEROIC,7175,2,1,1,3,0.6667,0.878,0.0649,70.16,8.41,-1.17,0.85,1.2,0.1684,79.6,20.0,1.17,2.03,https://www.hltv.org/matches/2375387/sangal-vs-heroic-esl-pro-league-season-20,7441
2375388,The MongolZ,6248,3DMAX,4914,0,4,0,4,0.0,1.3,0.1939,79.28,14.88,2.73,1.8,0.876,0.1224,72.24,11.8,-2.82,1.57,https://www.hltv.org/matches/2375388/the-mongolz-vs-3dmax-esl-pro-league-season-20,7441
2375386,Eternal Fire,11251,Natus Vincere,4608,1,6,1,7,0.1429,0.938,0.176,64.84,10.61,-1.13,2.03,1.188,0.1964,77.96,12.69,1.13,2.11,https://www.hltv.org/matches/2375386/eternal-fire-vs-natus-vincere-esl-pro-league-season-20,7441
2375382,HEROIC,7175,Ninjas in Pyjamas,4411,4,4,1,8,0.5,1.126,0.15,75.0,7.81,1.07,2.23,0.948,0.0204,70.64,2.17,-1.22,0.93,https://www.hltv.org/matches/2375382/heroic-vs-ninjas-in-pyjamas-esl-pro-league-season-20,7441
2375385,Wildcard,12257,3DMAX,4914,0,0,0,0,,0.978,0.1105,72.86,6.36,-2.11,2.73,1.192,0.2243,84.72,4.89,2.09,2.75,https://www.hltv.org/matches/2375385/wildcard-vs-3dmax-esl-pro-league-season-20,7441
2375384,Sangal,10333,FlyQuest,12774,0,0,0,0,,1.216,0.2473,82.4,20.9,1.33,2.78,0.91,0.0724,71.78,10.42,-1.33,0.75,https://www.hltv.org/matches/2375384/sangal-vs-flyquest-esl-pro-league-season-20,7441
2375383,9z,9996,The MongolZ,6248,0,0,0,0,,0.894,0.1432,64.2,12.81,-0.78,2.39,1.104,0.2028,76.72,18.1,0.78,1.75,https://www.hltv.org/matches/2375383/9z-vs-the-mongolz-esl-pro-league-season-20,7441
2375381,3DMAX,4914,Spirit,7020,3,4,1,7,0.4286,0.948,0.0909,65.32,5.17,-1.1,1.02,1.138,0.2229,78.5,12.58,1.1,2.83,https://www.hltv.org/matches/2375381/3dmax-vs-spirit-esl-pro-league-season-20,7441
2375379,Sangal,10333,FaZe,6667,2,1,0,3,0.6667,0.884,0.2612,64.66,10.69,-1.6,3.7,1.21,0.3189,83.26,20.36,1.6,3.27,https://www.hltv.org/matches/2375379/sangal-vs-faze-esl-pro-league-season-20,7441
2375377,The MongolZ,6248,Spirit,7020,2,2,2,4,0.5,0.988,0.0685,66.28,3.09,-0.75,1.26,1.114,0.2932,75.78,17.65,0.75,4.12,https://www.hltv.org/matches/2375377/the-mongolz-vs-spirit-esl-pro-league-season-20,7441
2375376,9z,9996,3DMAX,4914,2,0,0,2,1.0,0.924,0.1087,70.48,8.24,-2.04,1.23,1.184,0.2626,75.5,13.79,1.94,3.15,https://www.hltv.org/matches/2375376/9z-vs-3dmax-esl-pro-league-season-20,7441
2375374,FaZe,6667,Ninjas in Pyjamas,4411,0,2,1,2,0.0,1.224,0.1495,77.5,13.93,1.79,1.79,0.916,0.2394,68.46,17.15,-1.85,3.25,https://www.hltv.org/matches/2375374/faze-vs-ninjas-in-pyjamas-esl-pro-league-season-20,7441
2375375,Sangal,10333,HEROIC,7175,0,0,0,0,,1.018,0.1429,72.74,11.92,0.15,1.76,1.088,0.0915,77.64,7.82,-0.17,1.15,https://www.hltv.org/matches/2375375/sangal-vs-heroic-esl-pro-league-season-20,7441
2375373,G2,5995,3DMAX,4914,2,1,0,3,0.6667,1.08,0.3065,71.26,12.06,1.36,3.51,0.954,0.1038,72.24,5.6,-1.52,1.65,https://www.hltv.org/matches/2375373/g2-vs-3dmax-esl-pro-league-season-20,7441
2375372,9z,9996,Wildcard,12257,0,0,0,0,,1.104,0.301,79.26,14.51,1.17,2.9,0.994,0.1546,68.46,6.84,-1.17,2.61,https://www.hltv.org/matches/2375372/9z-vs-wildcard-esl-pro-league-season-20,7441
2375370,MIBR,9215,Spirit,7020,0,10,0,10,0.0,1.062,0.1818,72.14,13.61,0.04,2.4,1.01,0.214,73.22,18.01,-0.13,2.68,https://www.hltv.org/matches/2375370/mibr-vs-spirit-esl-pro-league-season-20,7441
2375371,KOI,12591,The MongolZ,6248,0,0,0,0,,0.496,0.0864,50.34,2.65,-8.03,2.62,1.766,0.3493,93.66,17.06,8.03,4.23,https://www.hltv.org/matches/2375371/koi-vs-the-mongolz-esl-pro-league-season-20,7441
2375369,Lynn Vision,8840,HEROIC,7175,0,1,0,1,0.0,0.988,0.3682,71.74,19.21,-0.34,4.15,1.05,0.0963,72.98,7.97,0.23,1.05,https://www.hltv.org/matches/2375369/lynn-vision-vs-heroic-esl-pro-league-season-20,7441
2375367,Natus Vincere,4608,Ninjas in Pyjamas,4411,0,0,0,0,,1.152,0.2303,84.94,18.46,1.27,2.81,0.876,0.174,62.24,15.07,-1.27,2.31,https://www.hltv.org/matches/2375367/natus-vincere-vs-ninjas-in-pyjamas-esl-pro-league-season-20,7441
2375366,FlyQuest,12774,FaZe,6667,0,4,1,4,0.0,0.872,0.2486,61.78,18.7,-1.25,2.74,1.172,0.1356,78.12,17.59,1.25,1.17,https://www.hltv.org/matches/2375366/flyquest-vs-faze-esl-pro-league-season-20,7441
2375368,Eternal Fire,11251,Sangal,10333,0,0,0,0,,1.312,0.3059,86.84,19.06,3.46,3.65,0.85,0.2545,66.62,16.06,-3.56,2.64,https://www.hltv.org/matches/2375368/eternal-fire-vs-sangal-esl-pro-league-season-20,7441
2375356,Spirit,7020,Wildcard,12257,0,0,0,0,,1.2,0.4845,78.5,26.55,0.92,4.74,0.916,0.1371,71.86,7.8,-1.1,1.87,https://www.hltv.org/matches/2375356/spirit-vs-wildcard-esl-pro-league-season-20,7441
2375357,The MongolZ,6248,3DMAX,4914,0,2,0,2,0.0,0.896,0.2124,71.0,17.09,-1.42,2.11,1.136,0.1371,77.86,9.46,1.37,2.49,https://www.hltv.org/matches/2375357/the-mongolz-vs-3dmax-esl-pro-league-season-20,7441
2375355,KOI,12591,G2,5995,0,0,0,0,,0.806,0.116,60.84,5.85,-1.96,2.32,1.27,0.1981,79.84,14.84,1.97,2.56,https://www.hltv.org/matches/2375355/koi-vs-g2-esl-pro-league-season-20,7441
2375354,MIBR,9215,9z,9996,8,11,2,19,0.4211,1.014,0.1802,70.94,11.75,0.48,2.54,1.056,0.2094,70.7,9.52,-0.62,2.78,https://www.hltv.org/matches/2375354/mibr-vs-9z-esl-pro-league-season-20,7441
2375353,HEROIC,7175,Ninjas in Pyjamas,4411,3,3,1,6,0.5,1.026,0.1786,72.4,11.35,-0.24,2.45,1.008,0.2167,68.7,15.41,0.24,2.6,https://www.hltv.org/matches/2375353/heroic-vs-ninjas-in-pyjamas-esl-pro-league-season-20,7441
2375352,FaZe,6667,Sangal,10333,0,0,0,0,,0.958,0.1652,68.98,10.1,-1.54,1.75,1.112,0.2412,70.92,11.41,1.47,3.08,https://www.hltv.org/matches/2375352/faze-vs-sangal-esl-pro-league-season-20,7441
2375351,Lynn Vision,8840,Natus Vincere,4608,0,0,0,0,,0.886,0.1527,66.9,6.88,-1.87,2.39,1.182,0.1333,79.5,15.15,1.69,1.36,https://www.hltv.org/matches/2375351/lynn-vision-vs-natus-vincere-esl-pro-league-season-20,7441
2375350,FlyQuest,12774,Eternal Fire,11251,0,1,0,1,0.0,0.912,0.2204,64.72,11.79,-1.71,2.47,1.18,0.1133,76.34,8.73,1.7,1.41,https://www.hltv.org/matches/2375350/flyquest-vs-eternal-fire-esl-pro-league-season-20,7441
